Race_DriverNumber,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,3.0,3,3.0,0 days 00:00:12.310000,Finished,15.0,56.0,3.0,0 days 00:01:39.374000,0 days 00:01:39.377000,0 days 00:01:50.299000,2015,2,Malaysian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,11.0,0 days 00:00:53.822000,Finished,12.0,56.0,11.0,0 days 00:01:40.415000,0 days 00:01:42.173000,,2015,2,Malaysian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,5.0,5,8.0,0 days 00:01:10.409000,Finished,10.0,56.0,9.0,0 days 00:01:40.249000,0 days 00:01:40.650000,0 days 00:01:53.179000,2015,2,Malaysian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,7.0,0 days 00:01:13.586000,Finished,8.0,56.0,7.0,0 days 00:01:40.543000,0 days 00:01:41.230000,0 days 00:01:52.473000,2015,2,Malaysian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,7.0,7,6.0,0 days 00:01:37.762000,Finished,6.0,56.0,6.0,0 days 00:01:40.793000,0 days 00:01:41.430000,0 days 00:01:51.981000,2015,2,Malaysian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,15.0,,+1 Lap,4.0,55.0,15.0,0 days 00:01:39.814000,0 days 00:01:43.701000,,2015,2,Malaysian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,9.0,9,5.0,,+1 Lap,2.0,55.0,5.0,0 days 00:01:40.546000,0 days 00:01:41.665000,0 days 00:01:51.951000,2015,2,Malaysian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,10.0,10,4.0,,+1 Lap,1.0,55.0,4.0,0 days 00:01:40.504000,0 days 00:01:41.085000,0 days 00:01:51.541000,2015,2,Malaysian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,11.0,11,10.0,,+1 Lap,0.0,55.0,8.0,0 days 00:01:40.303000,0 days 00:01:41.209000,0 days 00:01:52.981000,2015,2,Malaysian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,12.0,12,16.0,,+1 Lap,0.0,55.0,16.0,0 days 00:01:41.308000,,,2015,2,Malaysian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,13.0,13,14.0,,+1 Lap,0.0,55.0,14.0,0 days 00:01:41.036000,0 days 00:01:43.469000,,2015,2,Malaysian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,14.0,14,13.0,,+1 Lap,0.0,55.0,13.0,0 days 00:01:40.830000,0 days 00:01:43.023000,,2015,2,Malaysian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,15.0,15,19.0,,+3 Laps,0.0,53.0,19.0,0 days 00:01:46.677000,,,2015,2,Malaysian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,16.0,R,12.0,,Retired,0.0,47.0,12.0,0 days 00:01:40.361000,0 days 00:01:42.198000,,2015,2,Malaysian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,17.0,R,17.0,,Turbo,0.0,41.0,17.0,0 days 00:01:41.636000,,,2015,2,Malaysian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,R,18.0,,ERS,0.0,21.0,18.0,0 days 00:01:41.746000,,,2015,2,Malaysian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,19.0,R,9.0,,Spun off,0.0,3.0,10.0,0 days 00:01:40.340000,0 days 00:01:41.748000,0 days 00:01:53.261000,2015,2,Malaysian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,20.0,W,0.0,,Fuel system,0.0,0.0,,,,,2015,2,Malaysian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:39:42.008000,Finished,25.0,56.0,1.0,0 days 00:01:38.285000,0 days 00:01:36.423000,0 days 00:01:35.782000,2015,3,Chinese Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,0 days 00:00:00.714000,Finished,18.0,56.0,2.0,0 days 00:01:38.496000,0 days 00:01:36.747000,0 days 00:01:35.828000,2015,3,Chinese Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,3.0,0 days 00:00:02.988000,Finished,15.0,56.0,3.0,0 days 00:01:37.502000,0 days 00:01:36.957000,0 days 00:01:36.687000,2015,3,Chinese Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,6.0,0 days 00:00:03.835000,Finished,12.0,56.0,6.0,0 days 00:01:37.790000,0 days 00:01:37.109000,0 days 00:01:37.232000,2015,3,Chinese Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,5.0,5,4.0,0 days 00:00:08.544000,Finished,10.0,56.0,4.0,0 days 00:01:38.433000,0 days 00:01:37.357000,0 days 00:01:36.954000,2015,3,Chinese Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,6.0,6,5.0,0 days 00:00:09.885000,Finished,8.0,56.0,5.0,0 days 00:01:38.014000,0 days 00:01:37.763000,0 days 00:01:37.143000,2015,3,Chinese Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,7.0,7,8.0,0 days 00:00:19.008000,Finished,6.0,56.0,8.0,0 days 00:01:38.209000,0 days 00:01:38.063000,0 days 00:01:37.905000,2015,3,Chinese Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,8.0,8,9.0,0 days 00:00:22.625000,Finished,4.0,56.0,9.0,0 days 00:01:38.521000,0 days 00:01:38.017000,0 days 00:01:38.067000,2015,3,Chinese Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,9.0,9,7.0,0 days 00:00:32.117000,Finished,2.0,56.0,7.0,0 days 00:01:38.534000,0 days 00:01:37.939000,0 days 00:01:37.540000,2015,3,Chinese Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,10.0,,+1 Lap,1.0,55.0,10.0,0 days 00:01:38.941000,0 days 00:01:38.127000,0 days 00:01:38.158000,2015,3,Chinese Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,11.0,11,15.0,,+1 Lap,0.0,55.0,15.0,0 days 00:01:38.903000,0 days 00:01:39.290000,,2015,3,Chinese Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,12.0,12,18.0,,+1 Lap,0.0,55.0,18.0,0 days 00:01:39.280000,,,2015,3,Chinese Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,13.0,13,14.0,,+1 Lap,0.0,55.0,14.0,0 days 00:01:38.622000,0 days 00:01:38.538000,,2015,3,Chinese Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,14.0,14,17.0,,+1 Lap,0.0,55.0,17.0,0 days 00:01:39.276000,,,2015,3,Chinese Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,15.0,15,19.0,,+2 Laps,0.0,54.0,19.0,0 days 00:01:42.091000,,,2015,3,Chinese Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,16.0,16,20.0,,+2 Laps,0.0,54.0,20.0,0 days 00:01:42.842000,,,2015,3,Chinese Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,17.0,17,13.0,,Transmission,0.0,52.0,13.0,0 days 00:01:38.387000,0 days 00:01:38.393000,,2015,3,Chinese Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,18.0,R,11.0,,Brakes,0.0,49.0,11.0,0 days 00:01:38.563000,0 days 00:01:38.134000,,2015,3,Chinese Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,19.0,R,12.0,,Power Unit,0.0,15.0,12.0,0 days 00:01:39.051000,0 days 00:01:38.209000,,2015,3,Chinese Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,20.0,R,16.0,,Gearbox,0.0,9.0,16.0,0 days 00:01:39.216000,,,2015,3,Chinese Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:35:05.809000,Finished,25.0,57.0,1.0,0 days 00:01:33.928000,0 days 00:01:32.669000,0 days 00:01:32.571000,2015,4,Bahrain Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,4.0,0 days 00:00:03.380000,Finished,18.0,57.0,4.0,0 days 00:01:34.568000,0 days 00:01:33.540000,0 days 00:01:33.227000,2015,4,Bahrain Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,3.0,3,3.0,0 days 00:00:06.033000,Finished,15.0,57.0,3.0,0 days 00:01:34.398000,0 days 00:01:33.878000,0 days 00:01:33.129000,2015,4,Bahrain Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,4.0,4,5.0,0 days 00:00:42.957000,Finished,12.0,57.0,5.0,0 days 00:01:34.161000,0 days 00:01:33.897000,0 days 00:01:33.381000,2015,4,Bahrain Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,2.0,0 days 00:00:43.989000,Finished,10.0,57.0,2.0,0 days 00:01:34.919000,0 days 00:01:33.623000,0 days 00:01:32.982000,2015,4,Bahrain Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,6.0,6,7.0,0 days 00:01:01.751000,Finished,8.0,57.0,7.0,0 days 00:01:34.691000,0 days 00:01:34.403000,0 days 00:01:33.832000,2015,4,Bahrain Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,7.0,7,10.0,0 days 00:01:24.763000,Finished,6.0,57.0,10.0,0 days 00:01:35.007000,0 days 00:01:34.123000,0 days 00:01:34.484000,2015,4,Bahrain Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,8.0,8,11.0,,+1 Lap,4.0,56.0,11.0,0 days 00:01:35.451000,0 days 00:01:34.704000,,2015,4,Bahrain Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,9.0,9,17.0,,+1 Lap,2.0,56.0,17.0,0 days 00:01:35.800000,,,2015,4,Bahrain Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,10.0,10,6.0,,+1 Lap,1.0,56.0,6.0,0 days 00:01:34.488000,0 days 00:01:33.551000,0 days 00:01:33.744000,2015,4,Bahrain Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,11.0,11,14.0,,+1 Lap,0.0,56.0,14.0,0 days 00:01:35.205000,0 days 00:01:35.039000,,2015,4,Bahrain Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,12.0,12,12.0,,+1 Lap,0.0,56.0,12.0,0 days 00:01:35.310000,0 days 00:01:34.737000,,2015,4,Bahrain Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,13.0,13,8.0,,+1 Lap,0.0,56.0,8.0,0 days 00:01:35.653000,0 days 00:01:34.613000,0 days 00:01:34.450000,2015,4,Bahrain Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,14.0,14,13.0,,+1 Lap,0.0,56.0,13.0,0 days 00:01:35.438000,0 days 00:01:35.034000,,2015,4,Bahrain Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,15.0,15,16.0,,+1 Lap,0.0,56.0,16.0,0 days 00:01:35.677000,,,2015,4,Bahrain Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,16.0,16,18.0,,+2 Laps,0.0,55.0,18.0,0 days 00:01:38.713000,,,2015,4,Bahrain Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,17.0,17,19.0,,+3 Laps,0.0,54.0,19.0,0 days 00:01:39.722000,,,2015,4,Bahrain Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,18.0,R,15.0,,Electrical,0.0,34.0,15.0,0 days 00:01:35.611000,0 days 00:01:35.103000,,2015,4,Bahrain Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,19.0,R,9.0,,Engine,0.0,29.0,9.0,0 days 00:01:35.371000,0 days 00:01:34.641000,0 days 00:01:34.462000,2015,4,Bahrain Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,20.0,W,20.0,,ERS,0.0,0.0,,,,,2015,4,Bahrain Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,1.0,0 days 01:41:12.555000,Finished,25.0,66.0,1.0,0 days 00:01:26.490000,0 days 00:01:25.166000,0 days 00:01:24.681000,2015,5,Spanish Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,2.0,0 days 00:00:17.551000,Finished,18.0,66.0,2.0,0 days 00:01:26.382000,0 days 00:01:25.740000,0 days 00:01:24.948000,2015,5,Spanish Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,3.0,0 days 00:00:45.342000,Finished,15.0,66.0,3.0,0 days 00:01:27.534000,0 days 00:01:26.167000,0 days 00:01:25.458000,2015,5,Spanish Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,4.0,4,4.0,0 days 00:00:59.217000,Finished,12.0,66.0,4.0,0 days 00:01:27.262000,0 days 00:01:26.197000,0 days 00:01:25.694000,2015,5,Spanish Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,7.0,0 days 00:01:00.002000,Finished,10.0,66.0,7.0,0 days 00:01:26.637000,0 days 00:01:26.016000,0 days 00:01:26.414000,2015,5,Spanish Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,9.0,0 days 00:01:21.314000,Finished,8.0,66.0,9.0,0 days 00:01:27.165000,0 days 00:01:26.147000,0 days 00:01:26.757000,2015,5,Spanish Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,7.0,7,10.0,,+1 Lap,6.0,65.0,10.0,0 days 00:01:27.611000,0 days 00:01:26.692000,0 days 00:01:26.770000,2015,5,Spanish Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,8.0,8,11.0,,+1 Lap,4.0,65.0,11.0,0 days 00:01:27.383000,0 days 00:01:27.375000,,2015,5,Spanish Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,9.0,9,5.0,,+1 Lap,2.0,65.0,5.0,0 days 00:01:26.773000,0 days 00:01:26.475000,0 days 00:01:26.136000,2015,5,Spanish Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,10.0,10,8.0,,+1 Lap,1.0,65.0,8.0,0 days 00:01:27.833000,0 days 00:01:26.889000,0 days 00:01:26.629000,2015,5,Spanish Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,11.0,11,6.0,,+1 Lap,0.0,65.0,6.0,0 days 00:01:27.393000,0 days 00:01:26.441000,0 days 00:01:26.249000,2015,5,Spanish Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,12.0,12,15.0,,+1 Lap,0.0,65.0,15.0,0 days 00:01:27.625000,0 days 00:01:28.005000,,2015,5,Spanish Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,13.0,13,18.0,,+1 Lap,0.0,65.0,18.0,0 days 00:01:28.442000,,,2015,5,Spanish Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,14.0,14,16.0,,+1 Lap,0.0,65.0,16.0,0 days 00:01:28.112000,,,2015,5,Spanish Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,15.0,15,17.0,,+1 Lap,0.0,65.0,17.0,0 days 00:01:28.365000,,,2015,5,Spanish Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,16.0,16,14.0,,+1 Lap,0.0,65.0,14.0,0 days 00:01:27.813000,0 days 00:01:27.854000,,2015,5,Spanish Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,17.0,17,19.0,,+3 Laps,0.0,63.0,19.0,0 days 00:01:31.200000,,,2015,5,Spanish Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,18.0,18,20.0,,+4 Laps,0.0,62.0,20.0,0 days 00:01:32.038000,,,2015,5,Spanish Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,19.0,R,12.0,,Accident,0.0,45.0,12.0,0 days 00:01:27.281000,0 days 00:01:27.450000,,2015,5,Spanish Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,R,13.0,,Brakes,0.0,26.0,13.0,0 days 00:01:27.941000,0 days 00:01:27.760000,,2015,5,Spanish Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,2.0,0 days 01:49:18.420000,Finished,25.0,78.0,2.0,0 days 00:01:16.528000,0 days 00:01:15.471000,0 days 00:01:15.440000,2015,6,Monaco Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,3.0,0 days 00:00:04.486000,Finished,18.0,78.0,3.0,0 days 00:01:17.502000,0 days 00:01:16.181000,0 days 00:01:15.849000,2015,6,Monaco Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,3.0,3,1.0,0 days 00:00:06.053000,Finished,15.0,78.0,1.0,0 days 00:01:16.588000,0 days 00:01:15.864000,0 days 00:01:15.098000,2015,6,Monaco Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,4.0,4,5.0,0 days 00:00:11.965000,Finished,12.0,78.0,5.0,0 days 00:01:16.845000,0 days 00:01:16.453000,0 days 00:01:16.182000,2015,6,Monaco Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,4.0,0 days 00:00:13.608000,Finished,10.0,78.0,4.0,0 days 00:01:17.254000,0 days 00:01:16.706000,0 days 00:01:16.041000,2015,6,Monaco Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,6.0,6,6.0,0 days 00:00:14.345000,Finished,8.0,78.0,6.0,0 days 00:01:17.660000,0 days 00:01:16.440000,0 days 00:01:16.427000,2015,6,Monaco Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,7.0,7,7.0,0 days 00:00:15.013000,Finished,6.0,78.0,7.0,0 days 00:01:17.376000,0 days 00:01:16.999000,0 days 00:01:16.808000,2015,6,Monaco Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,8.0,8,10.0,0 days 00:00:16.063000,Finished,4.0,78.0,12.0,0 days 00:01:17.492000,0 days 00:01:17.093000,,2015,6,Monaco Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,9.0,9,14.0,0 days 00:00:23.626000,Finished,2.0,78.0,16.0,0 days 00:01:18.101000,,,2015,6,Monaco Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,10.0,10,0.0,0 days 00:00:25.056000,Finished,1.0,78.0,8.0,0 days 00:01:17.246000,0 days 00:01:16.762000,0 days 00:01:16.931000,2015,6,Monaco Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,11.0,11,11.0,0 days 00:00:26.232000,Finished,0.0,78.0,13.0,0 days 00:01:17.552000,0 days 00:01:17.193000,,2015,6,Monaco Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,12.0,12,15.0,0 days 00:00:28.415000,Finished,0.0,78.0,11.0,0 days 00:01:17.767000,0 days 00:01:17.007000,,2015,6,Monaco Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,17.0,0 days 00:00:31.159000,Finished,0.0,78.0,18.0,0 days 00:01:18.513000,,,2015,6,Monaco Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,14.0,14,16.0,0 days 00:00:45.789000,Finished,0.0,78.0,17.0,0 days 00:01:18.434000,,,2015,6,Monaco Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,15.0,15,12.0,,+1 Lap,0.0,77.0,14.0,0 days 00:01:17.679000,0 days 00:01:17.278000,,2015,6,Monaco Grand Prix
