Race_DriverNumber,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,16.0,16,19.0,,+2 Laps,0.0,76.0,20.0,0 days 00:01:20.904000,,,2015,6,Monaco Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,17.0,17,18.0,,+2 Laps,0.0,76.0,19.0,0 days 00:01:20.655000,,,2015,6,Monaco Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,18.0,R,9.0,,Accident,0.0,62.0,10.0,0 days 00:01:16.750000,0 days 00:01:16.546000,0 days 00:01:16.957000,2015,6,Monaco Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,19.0,R,13.0,,Gearbox,0.0,41.0,15.0,0 days 00:01:17.778000,0 days 00:01:26.632000,,2015,6,Monaco Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,20.0,R,8.0,,Brakes,0.0,5.0,9.0,0 days 00:01:17.630000,0 days 00:01:16.775000,0 days 00:01:16.946000,2015,6,Monaco Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:31:53.145000,Finished,25.0,70.0,1.0,0 days 00:01:15.895000,0 days 00:01:14.661000,0 days 00:01:14.393000,2015,7,Canadian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,0 days 00:00:02.285000,Finished,18.0,70.0,2.0,0 days 00:01:15.893000,0 days 00:01:14.673000,0 days 00:01:14.702000,2015,7,Canadian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,3.0,3,4.0,0 days 00:00:40.666000,Finished,15.0,70.0,4.0,0 days 00:01:16.552000,0 days 00:01:15.506000,0 days 00:01:15.102000,2015,7,Canadian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,3.0,0 days 00:00:45.625000,Finished,12.0,70.0,3.0,0 days 00:01:16.259000,0 days 00:01:15.348000,0 days 00:01:15.014000,2015,7,Canadian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,18.0,0 days 00:00:49.903000,Finished,10.0,70.0,16.0,0 days 00:01:17.344000,,,2015,7,Canadian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,15.0,0 days 00:00:56.381000,Finished,8.0,70.0,17.0,0 days 00:01:17.886000,,,2015,7,Canadian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,7.0,7,6.0,0 days 00:01:06.664000,Finished,6.0,70.0,6.0,0 days 00:01:16.098000,0 days 00:01:15.622000,0 days 00:01:15.329000,2015,7,Canadian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,8.0,8,7.0,,+1 Lap,4.0,69.0,7.0,0 days 00:01:16.186000,0 days 00:01:15.706000,0 days 00:01:15.614000,2015,7,Canadian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,9.0,9,8.0,,+1 Lap,2.0,69.0,8.0,0 days 00:01:16.415000,0 days 00:01:15.891000,0 days 00:01:16.079000,2015,7,Canadian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,10.0,10,5.0,,+1 Lap,1.0,69.0,5.0,0 days 00:01:15.833000,0 days 00:01:15.187000,0 days 00:01:15.194000,2015,7,Canadian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,11.0,11,10.0,,+1 Lap,0.0,69.0,10.0,0 days 00:01:16.827000,0 days 00:01:15.974000,0 days 00:01:16.338000,2015,7,Canadian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,12.0,12,11.0,,+1 Lap,0.0,69.0,11.0,0 days 00:01:16.611000,0 days 00:01:16.042000,,2015,7,Canadian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,13.0,13,9.0,,+1 Lap,0.0,69.0,9.0,0 days 00:01:16.410000,0 days 00:01:16.006000,0 days 00:01:16.114000,2015,7,Canadian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,14.0,14,12.0,,+1 Lap,0.0,69.0,13.0,0 days 00:01:16.796000,0 days 00:01:16.262000,,2015,7,Canadian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,15.0,15,19.0,,+1 Lap,0.0,69.0,12.0,0 days 00:01:16.361000,0 days 00:01:16.245000,,2015,7,Canadian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,16.0,16,14.0,,+2 Laps,0.0,68.0,15.0,0 days 00:01:16.968000,0 days 00:01:16.620000,,2015,7,Canadian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,17.0,17,17.0,,+4 Laps,0.0,66.0,19.0,0 days 00:01:19.157000,,,2015,7,Canadian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,18.0,R,16.0,,Retired,0.0,57.0,18.0,0 days 00:01:19.133000,,,2015,7,Canadian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,19.0,R,20.0,,Retired,0.0,54.0,,,,,2015,7,Canadian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,R,13.0,,Engine,0.0,44.0,14.0,0 days 00:01:17.012000,0 days 00:01:16.276000,,2015,7,Canadian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,2.0,0 days 01:30:16.930000,Finished,25.0,71.0,2.0,0 days 00:01:10.976000,0 days 00:01:08.634000,0 days 00:01:08.655000,2015,8,Austrian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,0 days 00:00:08.800000,Finished,18.0,71.0,1.0,0 days 00:01:12.218000,0 days 00:01:09.062000,0 days 00:01:08.455000,2015,8,Austrian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,3.0,3,4.0,0 days 00:00:17.573000,Finished,15.0,71.0,4.0,0 days 00:01:11.830000,0 days 00:01:09.719000,0 days 00:01:09.192000,2015,8,Austrian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,3.0,0 days 00:00:18.181000,Finished,12.0,71.0,3.0,0 days 00:01:11.184000,0 days 00:01:09.392000,0 days 00:01:08.810000,2015,8,Austrian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,5.0,5,6.0,0 days 00:00:53.604000,Finished,10.0,71.0,6.0,0 days 00:01:11.894000,0 days 00:01:09.598000,0 days 00:01:09.319000,2015,8,Austrian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,6.0,6,5.0,0 days 00:01:04.075000,Finished,8.0,71.0,5.0,0 days 00:01:11.319000,0 days 00:01:09.604000,0 days 00:01:09.278000,2015,8,Austrian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,7.0,7,10.0,,+1 Lap,6.0,70.0,11.0,0 days 00:01:11.661000,0 days 00:01:10.374000,,2015,8,Austrian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,8.0,8,7.0,,+1 Lap,4.0,70.0,7.0,0 days 00:01:11.307000,0 days 00:01:09.631000,0 days 00:01:09.612000,2015,8,Austrian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,9.0,9,13.0,,+1 Lap,2.0,70.0,16.0,0 days 00:01:12.522000,,,2015,8,Austrian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,10.0,10,18.0,,+1 Lap,1.0,70.0,14.0,0 days 00:01:11.973000,0 days 00:01:10.482000,,2015,8,Austrian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,11.0,11,8.0,,+1 Lap,0.0,70.0,9.0,0 days 00:01:12.001000,0 days 00:01:09.652000,0 days 00:01:09.713000,2015,8,Austrian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,12.0,12,15.0,,+1 Lap,0.0,70.0,8.0,0 days 00:01:12.092000,0 days 00:01:10.187000,0 days 00:01:09.694000,2015,8,Austrian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,11.0,,+2 Laps,0.0,69.0,12.0,0 days 00:01:12.388000,0 days 00:01:10.426000,,2015,8,Austrian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,14.0,14,16.0,,+3 Laps,0.0,68.0,19.0,0 days 00:01:14.071000,,,2015,8,Austrian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,15.0,R,9.0,,Gearbox,0.0,35.0,10.0,0 days 00:01:11.821000,0 days 00:01:09.920000,,2015,8,Austrian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,16.0,R,12.0,,Power loss,0.0,35.0,13.0,0 days 00:01:11.158000,0 days 00:01:10.465000,,2015,8,Austrian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,17.0,R,20.0,,Retired,0.0,8.0,17.0,0 days 00:01:12.632000,,,2015,8,Austrian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,18.0,R,17.0,,Oil leak,0.0,1.0,20.0,0 days 00:01:15.368000,,,2015,8,Austrian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,19.0,R,14.0,,Collision,0.0,0.0,18.0,0 days 00:01:12.867000,,,2015,8,Austrian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,R,19.0,,Collision,0.0,0.0,15.0,0 days 00:01:12.508000,0 days 00:01:10.736000,,2015,8,Austrian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:31:27.729000,Finished,25.0,52.0,1.0,0 days 00:01:33.796000,0 days 00:01:33.068000,0 days 00:01:32.248000,2015,9,British Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,0 days 00:00:10.956000,Finished,18.0,52.0,2.0,0 days 00:01:33.475000,0 days 00:01:32.737000,0 days 00:01:32.361000,2015,9,British Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,6.0,0 days 00:00:25.443000,Finished,15.0,52.0,6.0,0 days 00:01:33.562000,0 days 00:01:33.641000,0 days 00:01:33.547000,2015,9,British Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,4.0,4,3.0,0 days 00:00:36.839000,Finished,12.0,52.0,3.0,0 days 00:01:34.542000,0 days 00:01:33.707000,0 days 00:01:33.085000,2015,9,British Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,5.0,5,4.0,0 days 00:01:03.194000,Finished,10.0,52.0,4.0,0 days 00:01:34.171000,0 days 00:01:33.020000,0 days 00:01:33.149000,2015,9,British Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,6.0,6,7.0,0 days 00:01:03.955000,Finished,8.0,52.0,7.0,0 days 00:01:34.422000,0 days 00:01:33.520000,0 days 00:01:33.636000,2015,9,British Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,9.0,0 days 00:01:18.744000,Finished,6.0,52.0,9.0,0 days 00:01:34.594000,0 days 00:01:33.693000,0 days 00:01:33.673000,2015,9,British Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,8.0,8,5.0,,+1 Lap,4.0,51.0,5.0,0 days 00:01:33.426000,0 days 00:01:33.911000,0 days 00:01:33.379000,2015,9,British Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,9.0,9,11.0,,+1 Lap,2.0,51.0,11.0,0 days 00:01:34.250000,0 days 00:01:34.268000,,2015,9,British Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,10.0,10,17.0,,+1 Lap,1.0,51.0,17.0,0 days 00:01:34.959000,,,2015,9,British Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,15.0,,+1 Lap,0.0,51.0,15.0,0 days 00:01:34.643000,0 days 00:01:34.868000,,2015,9,British Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,12.0,12,20.0,,+3 Laps,0.0,49.0,20.0,0 days 00:01:39.377000,,,2015,9,British Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,13.0,13,19.0,,+3 Laps,0.0,49.0,19.0,0 days 00:01:37.364000,,,2015,9,British Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,14.0,R,8.0,,Electrical,0.0,31.0,8.0,0 days 00:01:34.641000,0 days 00:01:34.071000,0 days 00:01:33.649000,2015,9,British Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,15.0,R,10.0,,Electrical,0.0,21.0,10.0,0 days 00:01:34.272000,0 days 00:01:33.749000,0 days 00:01:33.943000,2015,9,British Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,16.0,R,13.0,,Spun off,0.0,3.0,13.0,0 days 00:01:34.819000,0 days 00:01:34.502000,,2015,9,British Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,17.0,R,12.0,,Collision,0.0,0.0,12.0,0 days 00:01:34.646000,0 days 00:01:34.430000,,2015,9,British Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,18.0,R,14.0,,Collision,0.0,0.0,14.0,0 days 00:01:34.877000,0 days 00:01:34.511000,,2015,9,British Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,19.0,R,18.0,,Collision,0.0,0.0,18.0,0 days 00:01:35.207000,,,2015,9,British Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,20.0,W,16.0,,Gearbox,0.0,0.0,16.0,0 days 00:01:34.888000,,,2015,9,British Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,3.0,0 days 01:46:09.985000,Finished,25.0,69.0,3.0,0 days 00:01:23.312000,0 days 00:01:23.168000,0 days 00:01:22.739000,2015,10,Hungarian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,2.0,2,7.0,0 days 00:00:15.748000,Finished,18.0,69.0,7.0,0 days 00:01:23.587000,0 days 00:01:23.597000,0 days 00:01:23.332000,2015,10,Hungarian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,4.0,0 days 00:00:25.084000,Finished,15.0,69.0,4.0,0 days 00:01:24.408000,0 days 00:01:23.230000,0 days 00:01:22.774000,2015,10,Hungarian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,4.0,4,9.0,0 days 00:00:44.251000,Finished,12.0,69.0,9.0,0 days 00:01:24.032000,0 days 00:01:23.781000,0 days 00:01:23.679000,2015,10,Hungarian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,5.0,5,15.0,0 days 00:00:49.079000,Finished,10.0,69.0,15.0,0 days 00:01:24.563000,,,2015,10,Hungarian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,6.0,6,1.0,0 days 00:00:52.025000,Finished,8.0,69.0,1.0,0 days 00:01:22.890000,0 days 00:01:22.285000,0 days 00:01:22.020000,2015,10,Hungarian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,7.0,7,10.0,0 days 00:00:58.578000,Finished,6.0,69.0,10.0,0 days 00:01:24.242000,0 days 00:01:23.805000,0 days 00:01:24.181000,2015,10,Hungarian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,8.0,8,2.0,0 days 00:00:58.876000,Finished,4.0,69.0,2.0,0 days 00:01:22.979000,0 days 00:01:22.775000,0 days 00:01:22.595000,2015,10,Hungarian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,9.0,9,16.0,0 days 00:01:07.028000,Finished,2.0,69.0,16.0,0 days 00:01:24.739000,,,2015,10,Hungarian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,17.0,0 days 00:01:09.130000,Finished,1.0,69.0,17.0,0 days 00:01:24.843000,,,2015,10,Hungarian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,11.0,11,18.0,0 days 00:01:13.458000,Finished,0.0,69.0,18.0,0 days 00:01:24.997000,,,2015,10,Hungarian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,12.0,12,8.0,0 days 00:01:14.278000,Finished,0.0,69.0,8.0,0 days 00:01:23.895000,0 days 00:01:23.598000,0 days 00:01:23.537000,2015,10,Hungarian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,13.0,13,6.0,0 days 00:01:20.228000,Finished,0.0,69.0,6.0,0 days 00:01:23.649000,0 days 00:01:23.555000,0 days 00:01:23.222000,2015,10,Hungarian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,14.0,14,14.0,0 days 00:01:25.142000,Finished,0.0,69.0,14.0,0 days 00:01:23.895000,0 days 00:01:24.609000,,2015,10,Hungarian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,15.0,15,19.0,,+2 Laps,0.0,67.0,19.0,0 days 00:01:27.416000,,,2015,10,Hungarian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,16.0,16,20.0,,+4 Laps,0.0,65.0,20.0,0 days 00:01:27.949000,,,2015,10,Hungarian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,17.0,R,12.0,,Electrical,0.0,60.0,12.0,0 days 00:01:24.623000,0 days 00:01:23.869000,,2015,10,Hungarian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,18.0,R,5.0,,Power Unit,0.0,55.0,5.0,0 days 00:01:23.596000,0 days 00:01:23.460000,0 days 00:01:23.020000,2015,10,Hungarian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,19.0,R,13.0,,Suspension,0.0,53.0,13.0,0 days 00:01:24.444000,0 days 00:01:24.461000,,2015,10,Hungarian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,20.0,R,11.0,,Front wing,0.0,41.0,11.0,0 days 00:01:24.115000,0 days 00:01:23.826000,,2015,10,Hungarian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:23:40.387000,Finished,25.0,43.0,1.0,0 days 00:01:48.908000,0 days 00:01:48.024000,0 days 00:01:47.197000,2015,11,Belgian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,0 days 00:00:02.058000,Finished,18.0,43.0,2.0,0 days 00:01:48.923000,0 days 00:01:47.955000,0 days 00:01:47.655000,2015,11,Belgian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,3.0,3,9.0,0 days 00:00:37.988000,Finished,15.0,43.0,4.0,0 days 00:01:49.353000,0 days 00:01:48.981000,0 days 00:01:48.561000,2015,11,Belgian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,4.0,4,12.0,0 days 00:00:45.692000,Finished,12.0,43.0,12.0,0 days 00:01:49.469000,0 days 00:01:49.228000,,2015,11,Belgian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,5.0,5,4.0,0 days 00:00:53.997000,Finished,10.0,43.0,5.0,0 days 00:01:49.006000,0 days 00:01:48.792000,0 days 00:01:48.599000,2015,11,Belgian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,6.0,0 days 00:00:55.283000,Finished,8.0,43.0,7.0,0 days 00:01:49.688000,0 days 00:01:48.806000,0 days 00:01:48.685000,2015,11,Belgian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,7.0,7,16.0,0 days 00:00:55.703000,Finished,6.0,43.0,14.0,0 days 00:01:49.288000,,,2015,11,Belgian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,8.0,8,18.0,0 days 00:00:56.076000,Finished,4.0,43.0,15.0,0 days 00:01:49.831000,,,2015,11,Belgian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,9.0,9,3.0,0 days 00:01:01.040000,Power Unit,2.0,43.0,3.0,0 days 00:01:49.026000,0 days 00:01:49.044000,0 days 00:01:48.537000,2015,11,Belgian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,13.0,0 days 00:01:31.234000,Finished,1.0,43.0,13.0,0 days 00:01:49.523000,0 days 00:01:49.586000,,2015,11,Belgian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,11.0,11,14.0,0 days 00:01:42.311000,Finished,0.0,43.0,16.0,0 days 00:01:49.952000,,,2015,11,Belgian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,12.0,12,8.0,,Tyre,0.0,42.0,9.0,0 days 00:01:49.264000,0 days 00:01:48.761000,0 days 00:01:48.825000,2015,11,Belgian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,13.0,13,20.0,,+1 Lap,0.0,42.0,18.0,0 days 00:01:51.420000,,,2015,11,Belgian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,14.0,14,19.0,,+1 Lap,0.0,42.0,17.0,0 days 00:01:50.978000,,,2015,11,Belgian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,15.0,15,17.0,,+1 Lap,0.0,42.0,20.0,0 days 00:01:53.099000,,,2015,11,Belgian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,16.0,16,15.0,,+1 Lap,0.0,42.0,19.0,0 days 00:01:52.948000,,,2015,11,Belgian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,17.0,R,10.0,,Power Unit,0.0,32.0,10.0,0 days 00:01:49.109000,0 days 00:01:49.065000,0 days 00:01:49.771000,2015,11,Belgian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,18.0,R,5.0,,Power Unit,0.0,19.0,6.0,0 days 00:01:49.664000,0 days 00:01:49.042000,0 days 00:01:48.639000,2015,11,Belgian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,19.0,R,7.0,,Engine,0.0,2.0,8.0,0 days 00:01:49.568000,0 days 00:01:48.956000,0 days 00:01:48.754000,2015,11,Belgian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,20.0,W,11.0,,Power loss,0.0,0.0,11.0,0 days 00:01:49.499000,0 days 00:01:49.121000,,2015,11,Belgian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:18:00.688000,Finished,25.0,53.0,1.0,0 days 00:01:24.251000,0 days 00:01:23.383000,0 days 00:01:23.397000,2015,12,Italian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,3.0,0 days 00:00:25.042000,Finished,18.0,53.0,3.0,0 days 00:01:24.989000,0 days 00:01:23.577000,0 days 00:01:23.685000,2015,12,Italian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,3.0,3,5.0,0 days 00:00:47.635000,Finished,15.0,53.0,5.0,0 days 00:01:25.184000,0 days 00:01:23.983000,0 days 00:01:23.940000,2015,12,Italian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,4.0,4,6.0,0 days 00:00:47.996000,Finished,12.0,53.0,6.0,0 days 00:01:24.979000,0 days 00:01:24.313000,0 days 00:01:24.127000,2015,12,Italian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,2.0,0 days 00:01:08.860000,Finished,10.0,53.0,2.0,0 days 00:01:24.662000,0 days 00:01:23.757000,0 days 00:01:23.631000,2015,12,Italian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,6.0,6,7.0,0 days 00:01:12.783000,Finished,8.0,53.0,7.0,0 days 00:01:24.801000,0 days 00:01:24.379000,0 days 00:01:24.626000,2015,12,Italian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,9.0,,+1 Lap,6.0,52.0,9.0,0 days 00:01:24.937000,0 days 00:01:24.510000,0 days 00:01:25.317000,2015,12,Italian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,8.0,8,19.0,,+1 Lap,4.0,52.0,15.0,0 days 00:01:25.633000,,,2015,12,Italian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,9.0,9,12.0,,+1 Lap,2.0,52.0,10.0,0 days 00:01:25.122000,0 days 00:01:24.457000,0 days 00:01:26.214000,2015,12,Italian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,10.0,10,18.0,,+1 Lap,1.0,52.0,14.0,0 days 00:01:25.742000,0 days 00:01:25.796000,,2015,12,Italian Grand Prix
