Race_DriverNumber,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
99,SUT,sutil,Sauber,sauber,Adrian,Sutil,Adrian Sutil,11.0,11,13.0,,+1 Lap,0.0,56.0,14.0,0 days 00:01:33.673000,0 days 00:01:45.655000,,2014,1,Australian Grand Prix
21,GUT,gutierrez,Sauber,sauber,Esteban,Gutiérrez,Esteban Gutiérrez,12.0,12,20.0,,+1 Lap,0.0,56.0,19.0,0 days 00:01:35.117000,,,2014,1,Australian Grand Prix
4,CHI,chilton,Marussia,marussia,Max,Chilton,Max Chilton,13.0,13,17.0,,+2 Laps,0.0,55.0,17.0,0 days 00:01:34.293000,,,2014,1,Australian Grand Prix
17,BIA,jules_bianchi,Marussia,marussia,Jules,Bianchi,Jules Bianchi,14.0,R,18.0,,+8 Laps,0.0,49.0,18.0,0 days 00:01:34.794000,,,2014,1,Australian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,15.0,R,22.0,,ERS,0.0,43.0,21.0,0 days 00:01:36.993000,,,2014,1,Australian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,16.0,R,21.0,,ERS,0.0,29.0,22.0,,,,2014,1,Australian Grand Prix
9,ERI,ericsson,Caterham,caterham,Marcus,Ericsson,Marcus Ericsson,17.0,R,19.0,,Oil pressure,0.0,27.0,20.0,0 days 00:01:35.157000,,,2014,1,Australian Grand Prix
1,VET,vettel,Red Bull,red_bull,Sebastian,Vettel,Sebastian Vettel,18.0,R,12.0,,Engine,0.0,3.0,13.0,0 days 00:01:31.931000,0 days 00:01:44.688000,,2014,1,Australian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,19.0,R,1.0,,Engine,0.0,2.0,1.0,0 days 00:01:31.699000,0 days 00:01:42.890000,0 days 00:01:44.231000,2014,1,Australian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,20.0,R,9.0,,Collision,0.0,0.0,9.0,0 days 00:01:31.228000,0 days 00:01:44.242000,0 days 00:01:48.079000,2014,1,Australian Grand Prix
10,KOB,kobayashi,Caterham,caterham,Kamui,Kobayashi,Kamui Kobayashi,21.0,R,14.0,,Collision,0.0,0.0,15.0,0 days 00:01:34.274000,0 days 00:01:45.867000,,2014,1,Australian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,22.0,D,2.0,,Disqualified,0.0,57.0,2.0,0 days 00:01:30.775000,0 days 00:01:42.295000,0 days 00:01:44.548000,2014,1,Australian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:40:25.974000,Finished,25.0,56.0,1.0,0 days 00:01:57.202000,0 days 00:01:59.041000,0 days 00:01:59.431000,2014,2,Malaysian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,3.0,0 days 00:00:17.313000,Finished,18.0,56.0,3.0,0 days 00:01:57.183000,0 days 00:01:59.445000,0 days 00:02:00.050000,2014,2,Malaysian Grand Prix
1,VET,vettel,Red Bull,red_bull,Sebastian,Vettel,Sebastian Vettel,3.0,3,2.0,0 days 00:00:24.534000,Finished,15.0,56.0,2.0,0 days 00:01:57.654000,0 days 00:01:59.399000,0 days 00:01:59.486000,2014,2,Malaysian Grand Prix
14,ALO,alonso,Ferrari,ferrari,Fernando,Alonso,Fernando Alonso,4.0,4,4.0,0 days 00:00:35.992000,Finished,12.0,56.0,4.0,0 days 00:01:58.889000,0 days 00:02:01.356000,0 days 00:02:00.175000,2014,2,Malaysian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,5.0,5,7.0,0 days 00:00:47.199000,Finished,10.0,56.0,7.0,0 days 00:01:58.883000,0 days 00:02:00.839000,0 days 00:02:01.712000,2014,2,Malaysian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,6.0,6,10.0,0 days 00:01:23.691000,Finished,8.0,56.0,10.0,0 days 00:02:00.889000,0 days 00:02:01.810000,0 days 00:02:04.053000,2014,2,Malaysian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,7.0,7,13.0,0 days 00:01:25.076000,Finished,6.0,56.0,13.0,0 days 00:02:00.047000,0 days 00:02:02.460000,,2014,2,Malaysian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,8.0,8,18.0,0 days 00:01:25.537000,Finished,4.0,56.0,15.0,0 days 00:01:59.709000,0 days 00:02:02.756000,,2014,2,Malaysian Grand Prix
20,MAG,kevin_magnussen,McLaren,mclaren,Kevin,Magnussen,Kevin Magnussen,9.0,9,8.0,,+1 Lap,2.0,55.0,8.0,0 days 00:02:00.356000,0 days 00:02:02.094000,0 days 00:02:02.213000,2014,2,Malaysian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,10.0,10,11.0,,+1 Lap,1.0,55.0,11.0,0 days 00:02:01.175000,0 days 00:02:02.351000,,2014,2,Malaysian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,11.0,11,15.0,,+1 Lap,0.0,55.0,16.0,0 days 00:02:00.202000,0 days 00:02:02.885000,,2014,2,Malaysian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,12.0,12,6.0,,+1 Lap,0.0,55.0,6.0,0 days 00:01:59.257000,0 days 00:02:01.532000,0 days 00:02:01.218000,2014,2,Malaysian Grand Prix
10,KOB,kobayashi,Caterham,caterham,Kamui,Kobayashi,Kamui Kobayashi,13.0,13,20.0,,+1 Lap,0.0,55.0,20.0,0 days 00:02:03.595000,,,2014,2,Malaysian Grand Prix
9,ERI,ericsson,Caterham,caterham,Marcus,Ericsson,Marcus Ericsson,14.0,14,22.0,,+2 Laps,0.0,54.0,22.0,0 days 00:02:04.407000,,,2014,2,Malaysian Grand Prix
4,CHI,chilton,Marussia,marussia,Max,Chilton,Max Chilton,15.0,15,21.0,,+2 Laps,0.0,54.0,21.0,0 days 00:02:04.388000,,,2014,2,Malaysian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,16.0,R,5.0,,Technical,0.0,49.0,5.0,0 days 00:01:58.913000,0 days 00:02:00.147000,0 days 00:02:00.541000,2014,2,Malaysian Grand Prix
21,GUT,gutierrez,Sauber,sauber,Esteban,Gutiérrez,Esteban Gutiérrez,17.0,R,12.0,,Gearbox,0.0,35.0,12.0,0 days 00:02:01.134000,0 days 00:02:02.369000,,2014,2,Malaysian Grand Prix
99,SUT,sutil,Sauber,sauber,Adrian,Sutil,Adrian Sutil,18.0,R,17.0,,Electrical,0.0,32.0,18.0,0 days 00:02:02.131000,,,2014,2,Malaysian Grand Prix
25,VER,vergne,Toro Rosso,toro_rosso,Jean-Éric,Vergne,Jean-Éric Vergne,19.0,R,9.0,,Power Unit,0.0,18.0,9.0,0 days 00:02:01.689000,0 days 00:02:02.096000,0 days 00:02:03.078000,2014,2,Malaysian Grand Prix
17,BIA,jules_bianchi,Marussia,marussia,Jules,Bianchi,Jules Bianchi,20.0,R,19.0,,Brakes,0.0,8.0,19.0,0 days 00:02:02.702000,,,2014,2,Malaysian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,21.0,R,16.0,,Engine,0.0,7.0,17.0,0 days 00:02:02.074000,,,2014,2,Malaysian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,22.0,W,14.0,,Withdrew,0.0,0.0,14.0,0 days 00:02:00.076000,0 days 00:02:02.511000,,2014,2,Malaysian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,0 days 01:39:42.743000,Finished,25.0,57.0,2.0,0 days 00:01:35.323000,0 days 00:01:33.872000,0 days 00:01:33.464000,2014,3,Bahrain Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,1.0,0 days 00:00:01.085000,Finished,18.0,57.0,1.0,0 days 00:01:35.439000,0 days 00:01:33.708000,0 days 00:01:33.185000,2014,3,Bahrain Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,3.0,3,4.0,0 days 00:00:24.067000,Finished,15.0,57.0,5.0,0 days 00:01:34.998000,0 days 00:01:34.747000,0 days 00:01:34.346000,2014,3,Bahrain Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,13.0,0 days 00:00:24.489000,Finished,12.0,57.0,3.0,0 days 00:01:36.220000,0 days 00:01:34.592000,0 days 00:01:34.051000,2014,3,Bahrain Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,5.0,5,11.0,0 days 00:00:28.654000,Finished,10.0,57.0,12.0,0 days 00:01:34.874000,0 days 00:01:35.116000,,2014,3,Bahrain Grand Prix
1,VET,vettel,Red Bull,red_bull,Sebastian,Vettel,Sebastian Vettel,6.0,6,10.0,0 days 00:00:29.879000,Finished,8.0,57.0,11.0,0 days 00:01:35.549000,0 days 00:01:34.985000,,2014,3,Bahrain Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,7.0,7,7.0,0 days 00:00:31.265000,Finished,6.0,57.0,8.0,0 days 00:01:35.085000,0 days 00:01:34.842000,0 days 00:01:34.511000,2014,3,Bahrain Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,8.0,8,3.0,0 days 00:00:31.876000,Finished,4.0,57.0,4.0,0 days 00:01:34.934000,0 days 00:01:34.842000,0 days 00:01:34.247000,2014,3,Bahrain Grand Prix
14,ALO,alonso,Ferrari,ferrari,Fernando,Alonso,Fernando Alonso,9.0,9,9.0,0 days 00:00:32.595000,Finished,2.0,57.0,10.0,0 days 00:01:35.251000,0 days 00:01:34.723000,0 days 00:01:34.992000,2014,3,Bahrain Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,10.0,10,5.0,0 days 00:00:33.462000,Finished,1.0,57.0,6.0,0 days 00:01:35.234000,0 days 00:01:34.925000,0 days 00:01:34.368000,2014,3,Bahrain Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,11.0,11,12.0,0 days 00:00:41.342000,Finished,0.0,57.0,13.0,0 days 00:01:35.395000,0 days 00:01:35.145000,,2014,3,Bahrain Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,12.0,12,16.0,0 days 00:00:43.143000,Finished,0.0,57.0,16.0,0 days 00:01:36.654000,0 days 00:01:35.908000,,2014,3,Bahrain Grand Prix
4,CHI,chilton,Marussia,marussia,Max,Chilton,Max Chilton,13.0,13,21.0,0 days 00:00:59.909000,Finished,0.0,57.0,22.0,0 days 00:01:37.913000,,,2014,3,Bahrain Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,14.0,14,17.0,0 days 00:01:02.803000,Finished,0.0,57.0,17.0,0 days 00:01:36.663000,,,2014,3,Bahrain Grand Prix
10,KOB,kobayashi,Caterham,caterham,Kamui,Kobayashi,Kamui Kobayashi,15.0,15,18.0,0 days 00:01:27.900000,Finished,0.0,57.0,19.0,0 days 00:01:37.085000,,,2014,3,Bahrain Grand Prix
17,BIA,jules_bianchi,Marussia,marussia,Jules,Bianchi,Jules Bianchi,16.0,16,19.0,,+1 Lap,0.0,56.0,20.0,0 days 00:01:37.310000,,,2014,3,Bahrain Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,17.0,17,6.0,,Clutch,0.0,55.0,7.0,0 days 00:01:35.699000,0 days 00:01:34.714000,0 days 00:01:34.387000,2014,3,Bahrain Grand Prix
20,MAG,kevin_magnussen,McLaren,mclaren,Kevin,Magnussen,Kevin Magnussen,18.0,R,8.0,,Clutch,0.0,40.0,9.0,0 days 00:01:35.288000,0 days 00:01:34.904000,0 days 00:01:34.712000,2014,3,Bahrain Grand Prix
21,GUT,gutierrez,Sauber,sauber,Esteban,Gutiérrez,Esteban Gutiérrez,19.0,R,15.0,,Collision,0.0,39.0,15.0,0 days 00:01:36.567000,0 days 00:01:35.891000,,2014,3,Bahrain Grand Prix
9,ERI,ericsson,Caterham,caterham,Marcus,Ericsson,Marcus Ericsson,20.0,R,20.0,,Retired,0.0,33.0,21.0,0 days 00:01:37.875000,,,2014,3,Bahrain Grand Prix
25,VER,vergne,Toro Rosso,toro_rosso,Jean-Éric,Vergne,Jean-Éric Vergne,21.0,R,14.0,,Retired,0.0,18.0,14.0,0 days 00:01:35.815000,0 days 00:01:35.286000,,2014,3,Bahrain Grand Prix
99,SUT,sutil,Sauber,sauber,Adrian,Sutil,Adrian Sutil,22.0,R,22.0,,Collision,0.0,17.0,18.0,0 days 00:01:36.840000,,,2014,3,Bahrain Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:33:28.338000,Finished,25.0,54.0,1.0,0 days 00:01:55.516000,0 days 00:01:54.029000,0 days 00:01:53.860000,2014,4,Chinese Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,4.0,0 days 00:00:18.062000,Finished,18.0,54.0,4.0,0 days 00:01:56.058000,0 days 00:01:55.294000,0 days 00:01:55.143000,2014,4,Chinese Grand Prix
14,ALO,alonso,Ferrari,ferrari,Fernando,Alonso,Fernando Alonso,3.0,3,5.0,0 days 00:00:23.604000,Finished,15.0,54.0,5.0,0 days 00:01:56.961000,0 days 00:01:55.765000,0 days 00:01:55.637000,2014,4,Chinese Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,2.0,0 days 00:00:27.136000,Finished,12.0,54.0,2.0,0 days 00:01:56.641000,0 days 00:01:55.302000,0 days 00:01:54.455000,2014,4,Chinese Grand Prix
1,VET,vettel,Red Bull,red_bull,Sebastian,Vettel,Sebastian Vettel,5.0,5,3.0,0 days 00:00:47.778000,Finished,10.0,54.0,3.0,0 days 00:01:55.926000,0 days 00:01:54.499000,0 days 00:01:54.960000,2014,4,Chinese Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,6.0,6,8.0,0 days 00:00:54.295000,Finished,8.0,54.0,8.0,0 days 00:01:55.913000,0 days 00:01:56.847000,0 days 00:01:56.366000,2014,4,Chinese Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,7.0,7,7.0,0 days 00:00:55.697000,Finished,6.0,54.0,7.0,0 days 00:01:56.501000,0 days 00:01:56.253000,0 days 00:01:56.282000,2014,4,Chinese Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,8.0,8,11.0,0 days 00:01:16.335000,Finished,4.0,54.0,11.0,0 days 00:01:58.279000,0 days 00:01:56.860000,,2014,4,Chinese Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,9.0,9,16.0,0 days 00:01:22.647000,Finished,2.0,54.0,16.0,0 days 00:01:58.362000,0 days 00:01:58.264000,,2014,4,Chinese Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,10.0,10,13.0,,+1 Lap,1.0,53.0,13.0,0 days 00:01:57.261000,0 days 00:01:57.289000,,2014,4,Chinese Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,11.0,11,12.0,,+1 Lap,0.0,53.0,12.0,0 days 00:01:57.783000,0 days 00:01:56.963000,,2014,4,Chinese Grand Prix
25,VER,vergne,Toro Rosso,toro_rosso,Jean-Éric,Vergne,Jean-Éric Vergne,12.0,12,9.0,,+1 Lap,0.0,53.0,9.0,0 days 00:01:57.477000,0 days 00:01:56.584000,0 days 00:01:56.773000,2014,4,Chinese Grand Prix
20,MAG,kevin_magnussen,McLaren,mclaren,Kevin,Magnussen,Kevin Magnussen,13.0,13,15.0,,+1 Lap,0.0,53.0,15.0,0 days 00:01:57.369000,0 days 00:01:57.675000,,2014,4,Chinese Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,14.0,14,22.0,,+1 Lap,0.0,53.0,22.0,,,,2014,4,Chinese Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,15.0,15,6.0,,+1 Lap,0.0,53.0,6.0,0 days 00:01:56.850000,0 days 00:01:56.757000,0 days 00:01:56.147000,2014,4,Chinese Grand Prix
21,GUT,gutierrez,Sauber,sauber,Esteban,Gutiérrez,Esteban Gutiérrez,16.0,16,17.0,,+1 Lap,0.0,53.0,17.0,0 days 00:01:58.988000,,,2014,4,Chinese Grand Prix
17,BIA,jules_bianchi,Marussia,marussia,Jules,Bianchi,Jules Bianchi,17.0,17,19.0,,+1 Lap,0.0,53.0,19.0,0 days 00:01:59.326000,,,2014,4,Chinese Grand Prix
10,KOB,kobayashi,Caterham,caterham,Kamui,Kobayashi,Kamui Kobayashi,18.0,18,18.0,,+1 Lap,0.0,53.0,18.0,0 days 00:01:59.260000,,,2014,4,Chinese Grand Prix
4,CHI,chilton,Marussia,marussia,Max,Chilton,Max Chilton,19.0,19,21.0,,+2 Laps,0.0,52.0,21.0,0 days 00:02:00.865000,,,2014,4,Chinese Grand Prix
9,ERI,ericsson,Caterham,caterham,Marcus,Ericsson,Marcus Ericsson,20.0,20,20.0,,+2 Laps,0.0,52.0,20.0,0 days 00:02:00.646000,,,2014,4,Chinese Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,21.0,R,10.0,,Gearbox,0.0,28.0,10.0,0 days 00:01:58.411000,0 days 00:01:56.407000,0 days 00:01:57.079000,2014,4,Chinese Grand Prix
99,SUT,sutil,Sauber,sauber,Adrian,Sutil,Adrian Sutil,22.0,R,14.0,,Engine,0.0,5.0,14.0,0 days 00:01:58.138000,0 days 00:01:57.393000,,2014,4,Chinese Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:41:05.155000,Finished,25.0,66.0,1.0,0 days 00:01:27.238000,0 days 00:01:26.210000,0 days 00:01:25.232000,2014,5,Spanish Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,0 days 00:00:00.636000,Finished,18.0,66.0,2.0,0 days 00:01:26.764000,0 days 00:01:26.088000,0 days 00:01:25.400000,2014,5,Spanish Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,3.0,0 days 00:00:49.014000,Finished,15.0,66.0,3.0,0 days 00:01:28.053000,0 days 00:01:26.613000,0 days 00:01:26.285000,2014,5,Spanish Grand Prix
1,VET,vettel,Red Bull,red_bull,Sebastian,Vettel,Sebastian Vettel,4.0,4,15.0,0 days 00:01:16.702000,Finished,12.0,66.0,10.0,0 days 00:01:27.958000,0 days 00:01:27.052000,,2014,5,Spanish Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,5.0,5,4.0,0 days 00:01:19.293000,Finished,10.0,66.0,4.0,0 days 00:01:28.198000,0 days 00:01:27.563000,0 days 00:01:26.632000,2014,5,Spanish Grand Prix
14,ALO,alonso,Ferrari,ferrari,Fernando,Alonso,Fernando Alonso,6.0,6,7.0,0 days 00:01:27.743000,Finished,8.0,66.0,7.0,0 days 00:01:28.329000,0 days 00:01:27.602000,0 days 00:01:27.140000,2014,5,Spanish Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,7.0,7,6.0,,+1 Lap,6.0,65.0,6.0,0 days 00:01:28.308000,0 days 00:01:27.335000,0 days 00:01:27.104000,2014,5,Spanish Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,8.0,8,5.0,,+1 Lap,4.0,65.0,5.0,0 days 00:01:28.472000,0 days 00:01:27.258000,0 days 00:01:26.960000,2014,5,Spanish Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,9.0,9,11.0,,+1 Lap,2.0,65.0,12.0,0 days 00:01:28.469000,0 days 00:01:28.002000,,2014,5,Spanish Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,10.0,10,10.0,,+1 Lap,1.0,65.0,11.0,0 days 00:01:28.155000,0 days 00:01:27.685000,,2014,5,Spanish Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,11.0,11,8.0,,+1 Lap,0.0,65.0,8.0,0 days 00:01:28.279000,0 days 00:01:27.570000,0 days 00:01:27.335000,2014,5,Spanish Grand Prix
20,MAG,kevin_magnussen,McLaren,mclaren,Kevin,Magnussen,Kevin Magnussen,12.0,12,14.0,,+1 Lap,0.0,65.0,15.0,0 days 00:01:28.389000,,,2014,5,Spanish Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,13.0,13,9.0,,+1 Lap,0.0,65.0,9.0,0 days 00:01:28.061000,0 days 00:01:27.016000,0 days 00:01:27.402000,2014,5,Spanish Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,14.0,14,12.0,,+1 Lap,0.0,65.0,13.0,0 days 00:01:28.074000,0 days 00:01:28.039000,,2014,5,Spanish Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,15.0,15,22.0,,+1 Lap,0.0,65.0,22.0,,,,2014,5,Spanish Grand Prix
21,GUT,gutierrez,Sauber,sauber,Esteban,Gutiérrez,Esteban Gutiérrez,16.0,16,13.0,,+1 Lap,0.0,65.0,14.0,0 days 00:01:28.374000,0 days 00:01:28.280000,,2014,5,Spanish Grand Prix
99,SUT,sutil,Sauber,sauber,Adrian,Sutil,Adrian Sutil,17.0,17,16.0,,+1 Lap,0.0,65.0,17.0,0 days 00:01:28.563000,,,2014,5,Spanish Grand Prix
17,BIA,jules_bianchi,Marussia,marussia,Jules,Bianchi,Jules Bianchi,18.0,18,18.0,,+2 Laps,0.0,64.0,19.0,0 days 00:01:30.177000,,,2014,5,Spanish Grand Prix
4,CHI,chilton,Marussia,marussia,Max,Chilton,Max Chilton,19.0,19,17.0,,+2 Laps,0.0,64.0,18.0,0 days 00:01:29.586000,,,2014,5,Spanish Grand Prix
9,ERI,ericsson,Caterham,caterham,Marcus,Ericsson,Marcus Ericsson,20.0,20,19.0,,+2 Laps,0.0,64.0,20.0,0 days 00:01:30.312000,,,2014,5,Spanish Grand Prix
10,KOB,kobayashi,Caterham,caterham,Kamui,Kobayashi,Kamui Kobayashi,21.0,R,20.0,,Brakes,0.0,34.0,21.0,0 days 00:01:30.375000,,,2014,5,Spanish Grand Prix
25,VER,vergne,Toro Rosso,toro_rosso,Jean-Éric,Vergne,Jean-Éric Vergne,22.0,R,21.0,,Exhaust,0.0,24.0,16.0,0 days 00:01:28.194000,,,2014,5,Spanish Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,1.0,0 days 01:49:27.661000,Finished,25.0,78.0,1.0,0 days 00:01:17.678000,0 days 00:01:16.465000,0 days 00:01:15.989000,2014,6,Monaco Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,2.0,0 days 00:00:09.210000,Finished,18.0,78.0,2.0,0 days 00:01:17.823000,0 days 00:01:16.354000,0 days 00:01:16.048000,2014,6,Monaco Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,3.0,0 days 00:00:09.614000,Finished,15.0,78.0,3.0,0 days 00:01:17.900000,0 days 00:01:17.233000,0 days 00:01:16.384000,2014,6,Monaco Grand Prix
