Race_DriverNumber,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,12.0,12,7.0,,+1 Lap,0.0,55.0,7.0,0 days 00:01:34.453000,0 days 00:01:33.636000,0 days 00:01:33.580000,2017,2,Chinese Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,13.0,13,20.0,,+1 Lap,0.0,55.0,18.0,0 days 00:01:35.279000,,,2017,2,Chinese Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,14.0,14,6.0,,+1 Lap,0.0,55.0,6.0,0 days 00:01:34.205000,0 days 00:01:33.759000,0 days 00:01:33.507000,2017,2,Chinese Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,14.0,,+1 Lap,0.0,55.0,14.0,0 days 00:01:34.892000,0 days 00:01:35.046000,,2017,2,Chinese Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,16.0,R,13.0,,Driveshaft,0.0,33.0,13.0,0 days 00:01:34.499000,0 days 00:01:34.372000,,2017,2,Chinese Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,17.0,R,9.0,,Hydraulics,0.0,18.0,9.0,0 days 00:01:34.440000,0 days 00:01:34.034000,0 days 00:01:33.719000,2017,2,Chinese Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,18.0,R,15.0,,Fuel pressure,0.0,17.0,16.0,0 days 00:01:35.023000,,,2017,2,Chinese Grand Prix
36,GIO,giovinazzi,Sauber,sauber,Antonio,Giovinazzi,Antonio Giovinazzi,19.0,R,18.0,,Accident,0.0,3.0,15.0,0 days 00:01:34.963000,,,2017,2,Chinese Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,20.0,R,10.0,,Collision,0.0,0.0,10.0,0 days 00:01:33.986000,0 days 00:01:34.090000,0 days 00:01:34.220000,2017,2,Chinese Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,3.0,0 days 01:33:53.374000,Finished,25.0,57.0,3.0,0 days 00:01:31.037000,0 days 00:01:29.596000,0 days 00:01:29.247000,2017,3,Bahrain Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,2.0,0 days 00:00:06.660000,Finished,18.0,57.0,2.0,0 days 00:01:30.814000,0 days 00:01:29.535000,0 days 00:01:28.792000,2017,3,Bahrain Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,1.0,0 days 00:00:20.397000,Finished,15.0,57.0,1.0,0 days 00:01:31.041000,0 days 00:01:29.555000,0 days 00:01:28.769000,2017,3,Bahrain Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,5.0,0 days 00:00:22.475000,Finished,12.0,57.0,5.0,0 days 00:01:30.988000,0 days 00:01:29.843000,0 days 00:01:29.567000,2017,3,Bahrain Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,4.0,0 days 00:00:39.346000,Finished,10.0,57.0,4.0,0 days 00:01:31.667000,0 days 00:01:30.497000,0 days 00:01:29.545000,2017,3,Bahrain Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,8.0,0 days 00:00:54.326000,Finished,8.0,57.0,8.0,0 days 00:01:31.373000,0 days 00:01:30.677000,0 days 00:01:30.074000,2017,3,Bahrain Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,7.0,7,18.0,0 days 00:01:02.606000,Finished,6.0,57.0,18.0,0 days 00:01:32.318000,,,2017,3,Bahrain Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,8.0,8,9.0,0 days 00:01:14.865000,Finished,4.0,57.0,9.0,0 days 00:01:31.691000,0 days 00:01:30.857000,0 days 00:01:30.763000,2017,3,Bahrain Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,9.0,9,7.0,0 days 00:01:20.188000,Finished,2.0,57.0,7.0,0 days 00:01:31.057000,0 days 00:01:30.169000,0 days 00:01:29.842000,2017,3,Bahrain Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,10.0,10,14.0,0 days 00:01:35.711000,Finished,1.0,57.0,14.0,0 days 00:01:31.774000,0 days 00:01:31.684000,,2017,3,Bahrain Grand Prix
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,11.0,11,13.0,,+1 Lap,0.0,56.0,13.0,0 days 00:01:31.995000,0 days 00:01:31.414000,,2017,3,Bahrain Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,12.0,12,11.0,,+1 Lap,0.0,56.0,11.0,0 days 00:01:31.531000,0 days 00:01:30.923000,,2017,3,Bahrain Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,13.0,13,10.0,,+1 Lap,0.0,56.0,10.0,0 days 00:01:31.458000,0 days 00:01:30.899000,0 days 00:01:31.074000,2017,3,Bahrain Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,14.0,14,15.0,,Power Unit,0.0,54.0,15.0,0 days 00:01:32.054000,,,2017,3,Bahrain Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,R,19.0,,Gearbox,0.0,50.0,19.0,0 days 00:01:32.543000,,,2017,3,Bahrain Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,16.0,R,16.0,,Collision,0.0,12.0,16.0,0 days 00:01:32.118000,,,2017,3,Bahrain Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,R,12.0,,Collision,0.0,12.0,12.0,0 days 00:01:31.748000,0 days 00:01:31.168000,,2017,3,Bahrain Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,18.0,R,6.0,,Brakes,0.0,11.0,6.0,0 days 00:01:30.904000,0 days 00:01:30.307000,0 days 00:01:29.687000,2017,3,Bahrain Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,19.0,R,20.0,,Electrical,0.0,8.0,20.0,0 days 00:01:32.900000,,,2017,3,Bahrain Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,20.0,R,17.0,,Power Unit,0.0,0.0,17.0,0 days 00:01:32.313000,,,2017,3,Bahrain Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,1.0,1,3.0,0 days 01:28:08.743000,Finished,25.0,52.0,3.0,0 days 00:01:34.041000,0 days 00:01:33.264000,0 days 00:01:33.289000,2017,4,Russian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,1.0,0 days 00:00:00.617000,Finished,18.0,52.0,1.0,0 days 00:01:34.493000,0 days 00:01:34.038000,0 days 00:01:33.194000,2017,4,Russian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,2.0,0 days 00:00:11,Finished,15.0,52.0,2.0,0 days 00:01:34.953000,0 days 00:01:33.663000,0 days 00:01:33.253000,2017,4,Russian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,4.0,4,4.0,0 days 00:00:36.320000,Finished,12.0,52.0,4.0,0 days 00:01:34.409000,0 days 00:01:33.760000,0 days 00:01:33.767000,2017,4,Russian Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,5.0,5,7.0,0 days 00:01:00.416000,Finished,10.0,52.0,7.0,0 days 00:01:35.301000,0 days 00:01:35.221000,0 days 00:01:35.161000,2017,4,Russian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,6.0,6,9.0,0 days 00:01:26.788000,Finished,8.0,52.0,9.0,0 days 00:01:36.185000,0 days 00:01:35.513000,0 days 00:01:35.337000,2017,4,Russian Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,7.0,7,10.0,0 days 00:01:35.004000,Finished,6.0,52.0,10.0,0 days 00:01:35.372000,0 days 00:01:35.729000,0 days 00:01:35.430000,2017,4,Russian Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,8.0,8,8.0,0 days 00:01:36.188000,Finished,4.0,52.0,8.0,0 days 00:01:35.507000,0 days 00:01:35.328000,0 days 00:01:35.285000,2017,4,Russian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,9.0,9,6.0,,+1 Lap,2.0,51.0,6.0,0 days 00:01:35.828000,0 days 00:01:35.049000,0 days 00:01:35.110000,2017,4,Russian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,10.0,10,14.0,,+1 Lap,1.0,51.0,11.0,0 days 00:01:35.827000,0 days 00:01:35.948000,,2017,4,Russian Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,11.0,11,11.0,,+1 Lap,0.0,51.0,12.0,0 days 00:01:36.279000,0 days 00:01:35.964000,,2017,4,Russian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,12.0,12,12.0,,+1 Lap,0.0,51.0,13.0,0 days 00:01:35.984000,0 days 00:01:35.968000,,2017,4,Russian Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,13.0,13,13.0,,+1 Lap,0.0,51.0,14.0,0 days 00:01:36.408000,0 days 00:01:36.017000,,2017,4,Russian Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,14,20.0,,+1 Lap,0.0,51.0,17.0,0 days 00:01:37.070000,,,2017,4,Russian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,18.0,,+1 Lap,0.0,51.0,19.0,0 days 00:01:37.507000,,,2017,4,Russian Grand Prix
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,16.0,16,17.0,,+2 Laps,0.0,50.0,18.0,0 days 00:01:37.332000,,,2017,4,Russian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,17.0,R,5.0,,Brakes,0.0,5.0,5.0,0 days 00:01:35.560000,0 days 00:01:35.483000,0 days 00:01:34.905000,2017,4,Russian Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,18.0,R,16.0,,Collision,0.0,0.0,16.0,0 days 00:01:36.462000,,,2017,4,Russian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,19.0,R,19.0,,Collision,0.0,0.0,20.0,0 days 00:01:37.620000,,,2017,4,Russian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,W,15.0,,Power Unit,0.0,0.0,15.0,0 days 00:01:36.353000,0 days 00:01:36.660000,,2017,4,Russian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:35:56.497000,Finished,25.0,66.0,1.0,0 days 00:01:20.511000,0 days 00:01:20.210000,0 days 00:01:19.149000,2017,5,Spanish Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,2.0,0 days 00:00:03.490000,Finished,18.0,66.0,2.0,0 days 00:01:20.939000,0 days 00:01:20.295000,0 days 00:01:19.200000,2017,5,Spanish Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,6.0,0 days 00:01:15.820000,Finished,15.0,66.0,6.0,0 days 00:01:21.704000,0 days 00:01:20.855000,0 days 00:01:20.175000,2017,5,Spanish Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,4.0,4,8.0,,+1 Lap,12.0,65.0,8.0,0 days 00:01:21.998000,0 days 00:01:21.239000,0 days 00:01:21.070000,2017,5,Spanish Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,5.0,5,10.0,,+1 Lap,10.0,65.0,10.0,0 days 00:01:21.901000,0 days 00:01:21.148000,0 days 00:01:21.272000,2017,5,Spanish Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,6.0,6,13.0,,+1 Lap,8.0,65.0,13.0,0 days 00:01:22.091000,0 days 00:01:21.397000,,2017,5,Spanish Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,7.0,7,12.0,,+1 Lap,6.0,65.0,12.0,0 days 00:01:21.941000,0 days 00:01:21.371000,,2017,5,Spanish Grand Prix
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,8.0,8,15.0,,+1 Lap,4.0,65.0,15.0,0 days 00:01:22.327000,0 days 00:01:21.803000,,2017,5,Spanish Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,9.0,9,19.0,,+1 Lap,2.0,65.0,20.0,0 days 00:01:22.746000,,,2017,5,Spanish Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,10.0,10,14.0,,+1 Lap,1.0,65.0,14.0,0 days 00:01:21.822000,0 days 00:01:21.517000,,2017,5,Spanish Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,16.0,,+2 Laps,0.0,64.0,16.0,0 days 00:01:22.332000,,,2017,5,Spanish Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,12.0,12,7.0,,+2 Laps,0.0,64.0,7.0,0 days 00:01:22.015000,0 days 00:01:21.251000,0 days 00:01:21.048000,2017,5,Spanish Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,13.0,13,9.0,,+2 Laps,0.0,64.0,9.0,0 days 00:01:22.138000,0 days 00:01:21.222000,0 days 00:01:21.232000,2017,5,Spanish Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,14.0,14,11.0,,+2 Laps,0.0,64.0,11.0,0 days 00:01:21.945000,0 days 00:01:21.329000,,2017,5,Spanish Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,15.0,15,17.0,,+2 Laps,0.0,64.0,17.0,0 days 00:01:22.401000,,,2017,5,Spanish Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,16.0,16,18.0,,+2 Laps,0.0,64.0,18.0,0 days 00:01:22.411000,,,2017,5,Spanish Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,17.0,R,3.0,,Power Unit,0.0,38.0,3.0,0 days 00:01:20.991000,0 days 00:01:20.300000,0 days 00:01:19.373000,2017,5,Spanish Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,18.0,R,20.0,,Collision,0.0,32.0,19.0,0 days 00:01:22.532000,,,2017,5,Spanish Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,19.0,R,5.0,,Collision damage,0.0,1.0,5.0,0 days 00:01:21.430000,0 days 00:01:20.722000,0 days 00:01:19.706000,2017,5,Spanish Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,20.0,R,4.0,,Collision damage,0.0,0.0,4.0,0 days 00:01:20.742000,0 days 00:01:20.621000,0 days 00:01:19.439000,2017,5,Spanish Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,2.0,0 days 01:44:44.340000,Finished,25.0,78.0,2.0,0 days 00:01:13.090000,0 days 00:01:12.449000,0 days 00:01:12.221000,2017,6,Monaco Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,1.0,0 days 00:00:03.145000,Finished,18.0,78.0,1.0,0 days 00:01:13.117000,0 days 00:01:12.231000,0 days 00:01:12.178000,2017,6,Monaco Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,5.0,0 days 00:00:03.745000,Finished,15.0,78.0,5.0,0 days 00:01:13.219000,0 days 00:01:13.011000,0 days 00:01:12.998000,2017,6,Monaco Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,4.0,4,3.0,0 days 00:00:05.517000,Finished,12.0,78.0,3.0,0 days 00:01:13.325000,0 days 00:01:12.901000,0 days 00:01:12.223000,2017,6,Monaco Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,5.0,5,4.0,0 days 00:00:06.199000,Finished,10.0,78.0,4.0,0 days 00:01:13.078000,0 days 00:01:12.697000,0 days 00:01:12.496000,2017,6,Monaco Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,6.0,6,6.0,0 days 00:00:12.038000,Finished,8.0,78.0,6.0,0 days 00:01:13.526000,0 days 00:01:13.397000,0 days 00:01:13.162000,2017,6,Monaco Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,7.0,7,13.0,0 days 00:00:15.801000,Finished,6.0,78.0,14.0,0 days 00:01:13.640000,0 days 00:01:14.106000,,2017,6,Monaco Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,8.0,8,8.0,0 days 00:00:18.150000,Finished,4.0,78.0,8.0,0 days 00:01:13.786000,0 days 00:01:13.203000,0 days 00:01:13.349000,2017,6,Monaco Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,9.0,9,14.0,0 days 00:00:19.445000,Finished,2.0,78.0,15.0,0 days 00:01:13.796000,0 days 00:01:20.529000,,2017,6,Monaco Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,10.0,10,11.0,0 days 00:00:21.443000,Finished,1.0,78.0,13.0,0 days 00:01:13.531000,0 days 00:01:13.959000,,2017,6,Monaco Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,11.0,11,16.0,0 days 00:00:22.737000,Finished,0.0,78.0,17.0,0 days 00:01:14.696000,,,2017,6,Monaco Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,12.0,12,15.0,0 days 00:00:23.725000,Finished,0.0,78.0,16.0,0 days 00:01:14.101000,,,2017,6,Monaco Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,13.0,13,7.0,0 days 00:00:39.089000,Finished,0.0,78.0,7.0,0 days 00:01:13.530000,0 days 00:01:13.430000,0 days 00:01:13.329000,2017,6,Monaco Grand Prix
