Race_DriverNumber,Race_BroadcastName,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,0 days 00:00:12.919000,Finished,18.0,53.0,2.0,0 days 00:01:29.297000,0 days 00:01:27.987000,0 days 00:01:28.059000,2018,17,Japanese Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,3.0,0 days 00:00:14.295000,Finished,15.0,53.0,3.0,0 days 00:01:29.480000,0 days 00:01:28.849000,0 days 00:01:29.057000,2018,17,Japanese Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,15.0,0 days 00:00:19.495000,Finished,12.0,53.0,15.0,0 days 00:01:29.806000,,,2018,17,Japanese Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,4.0,0 days 00:00:50.998000,Finished,10.0,53.0,4.0,0 days 00:01:29.631000,0 days 00:01:28.595000,0 days 00:01:29.521000,2018,17,Japanese Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,8.0,0 days 00:01:09.873000,Finished,8.0,53.0,9.0,0 days 00:01:29.049000,0 days 00:01:28.279000,0 days 00:01:32.192000,2018,17,Japanese Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,7.0,7,9.0,0 days 00:01:19.379000,Finished,6.0,53.0,10.0,0 days 00:01:30.247000,0 days 00:01:29.567000,0 days 00:01:37.229000,2018,17,Japanese Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,8.0,8,5.0,0 days 00:01:27.198000,Finished,4.0,53.0,5.0,0 days 00:01:29.724000,0 days 00:01:29.678000,0 days 00:01:29.761000,2018,17,Japanese Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,9.0,9,11.0,0 days 00:01:28.055000,Finished,2.0,53.0,8.0,0 days 00:01:29.899000,0 days 00:01:29.538000,0 days 00:01:30.126000,2018,17,Japanese Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,10.0,10,13.0,,+1 Lap,1.0,52.0,13.0,0 days 00:01:30.236000,0 days 00:01:30.490000,,2018,17,Japanese Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,11.0,11,7.0,,+1 Lap,0.0,52.0,7.0,0 days 00:01:30.137000,0 days 00:01:29.810000,0 days 00:01:30.093000,2018,17,Japanese Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,12.0,12,20.0,,+1 Lap,0.0,52.0,20.0,0 days 00:01:31.213000,,,2018,17,Japanese Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,13.0,13,6.0,,+1 Lap,0.0,52.0,6.0,0 days 00:01:30.248000,0 days 00:01:29.848000,0 days 00:01:30.023000,2018,17,Japanese Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,14.0,14,18.0,,+1 Lap,0.0,52.0,18.0,0 days 00:01:30.573000,,,2018,17,Japanese Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,15.0,15,19.0,,+1 Lap,0.0,52.0,19.0,0 days 00:01:31.041000,,,2018,17,Japanese Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,17.0,,+1 Lap,0.0,52.0,17.0,0 days 00:01:30.372000,,,2018,17,Japanese Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,17,14.0,,+1 Lap,0.0,52.0,14.0,0 days 00:01:30.317000,0 days 00:01:30.714000,,2018,17,Japanese Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,18.0,R,10.0,,Mechanical,0.0,38.0,11.0,0 days 00:01:29.706000,0 days 00:01:29.864000,,2018,17,Japanese Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,19.0,R,16.0,,Engine,0.0,37.0,16.0,0 days 00:01:30.361000,,,2018,17,Japanese Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,20.0,R,12.0,,Collision damage,0.0,8.0,12.0,0 days 00:01:30.219000,0 days 00:01:30.226000,,2018,17,Japanese Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,1.0,1,2.0,0 days 01:34:18.643000,Finished,25.0,56.0,3.0,0 days 00:01:34.703000,0 days 00:01:32.884000,0 days 00:01:32.307000,2018,18,United States Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,18.0,0 days 00:00:01.281000,Finished,18.0,56.0,15.0,0 days 00:01:34.766000,,,2018,18,United States Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,3.0,3,1.0,0 days 00:00:02.342000,Finished,15.0,56.0,1.0,0 days 00:01:34.130000,0 days 00:01:33.480000,0 days 00:01:32.237000,2018,18,United States Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,5.0,0 days 00:00:18.222000,Finished,12.0,56.0,2.0,0 days 00:01:34.569000,0 days 00:01:33.079000,0 days 00:01:32.298000,2018,18,United States Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,3.0,0 days 00:00:24.744000,Finished,10.0,56.0,4.0,0 days 00:01:34.518000,0 days 00:01:33.702000,0 days 00:01:32.616000,2018,18,United States Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,6.0,6,7.0,0 days 00:01:27.210000,Finished,8.0,56.0,7.0,0 days 00:01:34.932000,0 days 00:01:34.564000,0 days 00:01:34.215000,2018,18,United States Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,7.0,7,11.0,0 days 00:01:34.994000,Finished,6.0,56.0,11.0,0 days 00:01:34.891000,0 days 00:01:34.566000,,2018,18,United States Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,8.0,8,10.0,0 days 00:01:41.080000,Finished,4.0,56.0,10.0,0 days 00:01:35.193000,0 days 00:01:34.525000,0 days 00:01:34.594000,2018,18,United States Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,9.0,9,20.0,,+1 Lap,2.0,55.0,14.0,0 days 00:01:35.206000,,,2018,18,United States Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,16.0,,+1 Lap,1.0,55.0,19.0,0 days 00:01:35.536000,,,2018,18,United States Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,11.0,11,17.0,,+1 Lap,0.0,55.0,20.0,0 days 00:01:35.735000,,,2018,18,United States Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,12.0,12,19.0,,+1 Lap,0.0,55.0,13.0,0 days 00:01:34.850000,,,2018,18,United States Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,13.0,13,14.0,,+1 Lap,0.0,55.0,17.0,0 days 00:01:35.362000,,,2018,18,United States Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,14.0,14,15.0,,+2 Laps,0.0,54.0,18.0,0 days 00:01:35.480000,,,2018,18,United States Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,15.0,R,9.0,,Collision damage,0.0,31.0,9.0,0 days 00:01:35.069000,0 days 00:01:34.255000,0 days 00:01:34.420000,2018,18,United States Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,16.0,R,4.0,,Battery,0.0,8.0,5.0,0 days 00:01:34.755000,0 days 00:01:34.185000,0 days 00:01:33.494000,2018,18,United States Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,17.0,R,8.0,,Collision damage,0.0,2.0,8.0,0 days 00:01:34.892000,0 days 00:01:34.419000,0 days 00:01:34.250000,2018,18,United States Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,R,13.0,,Collision,0.0,1.0,16.0,0 days 00:01:35.294000,,,2018,18,United States Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,19.0,D,6.0,,Disqualified,0.0,56.0,6.0,0 days 00:01:34.876000,0 days 00:01:34.522000,0 days 00:01:34.145000,2018,18,United States Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,20.0,D,12.0,,Disqualified,0.0,56.0,12.0,0 days 00:01:34.972000,0 days 00:01:34.732000,,2018,18,United States Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,1.0,1,2.0,0 days 01:38:28.851000,Finished,25.0,71.0,2.0,0 days 00:01:15.756000,0 days 00:01:15.640000,0 days 00:01:14.785000,2018,19,Mexican Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,4.0,0 days 00:00:17.316000,Finished,18.0,71.0,4.0,0 days 00:01:16.089000,0 days 00:01:15.715000,0 days 00:01:14.970000,2018,19,Mexican Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,6.0,0 days 00:00:49.914000,Finished,15.0,71.0,6.0,0 days 00:01:16.446000,0 days 00:01:15.996000,0 days 00:01:15.330000,2018,19,Mexican Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,4.0,4,3.0,0 days 00:01:18.738000,Finished,12.0,71.0,3.0,0 days 00:01:15.673000,0 days 00:01:15.644000,0 days 00:01:14.894000,2018,19,Mexican Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,5.0,,+1 Lap,10.0,70.0,5.0,0 days 00:01:15.580000,0 days 00:01:15.923000,0 days 00:01:15.160000,2018,19,Mexican Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,6.0,6,7.0,,+2 Laps,8.0,69.0,7.0,0 days 00:01:16.498000,0 days 00:01:16.126000,0 days 00:01:15.827000,2018,19,Mexican Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,7.0,7,9.0,,+2 Laps,6.0,69.0,9.0,0 days 00:01:16.862000,0 days 00:01:16.320000,0 days 00:01:16.189000,2018,19,Mexican Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,8.0,8,15.0,,+2 Laps,4.0,69.0,17.0,0 days 00:01:16.966000,,,2018,19,Mexican Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,9.0,9,10.0,,+2 Laps,2.0,69.0,10.0,0 days 00:01:16.701000,0 days 00:01:16.633000,0 days 00:01:16.513000,2018,19,Mexican Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,10.0,10,20.0,,+2 Laps,1.0,69.0,15.0,0 days 00:01:16.828000,,,2018,19,Mexican Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,11.0,11,11.0,,+2 Laps,0.0,69.0,11.0,0 days 00:01:16.252000,0 days 00:01:16.844000,,2018,19,Mexican Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,12.0,12,17.0,,+2 Laps,0.0,69.0,19.0,0 days 00:01:17.689000,,,2018,19,Mexican Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,13.0,13,19.0,,+2 Laps,0.0,69.0,20.0,0 days 00:01:17.886000,,,2018,19,Mexican Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,14.0,14,14.0,,+2 Laps,0.0,69.0,14.0,0 days 00:01:16.682000,0 days 00:01:17.184000,,2018,19,Mexican Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,15.0,15,16.0,,+2 Laps,0.0,69.0,18.0,0 days 00:01:17.599000,,,2018,19,Mexican Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,16.0,16,18.0,,+3 Laps,0.0,68.0,16.0,0 days 00:01:16.911000,,,2018,19,Mexican Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,17.0,R,1.0,,Engine,0.0,61.0,1.0,0 days 00:01:15.866000,0 days 00:01:15.845000,0 days 00:01:14.759000,2018,19,Mexican Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,18.0,R,13.0,,Brakes,0.0,38.0,13.0,0 days 00:01:16.242000,0 days 00:01:17.167000,,2018,19,Mexican Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,19.0,R,8.0,,Suspension,0.0,28.0,8.0,0 days 00:01:16.813000,0 days 00:01:16.188000,0 days 00:01:16.084000,2018,19,Mexican Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,R,12.0,,Engine,0.0,3.0,12.0,0 days 00:01:16.857000,0 days 00:01:16.871000,,2018,19,Mexican Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:27:09.066000,Finished,25.0,71.0,1.0,0 days 00:01:08.464000,0 days 00:01:07.795000,0 days 00:01:07.281000,2018,20,Brazilian Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,5.0,0 days 00:00:01.469000,Finished,18.0,71.0,5.0,0 days 00:01:08.205000,0 days 00:01:08.017000,0 days 00:01:07.778000,2018,20,Brazilian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,4.0,0 days 00:00:04.764000,Finished,15.0,71.0,4.0,0 days 00:01:08.452000,0 days 00:01:08.028000,0 days 00:01:07.456000,2018,20,Brazilian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,11.0,0 days 00:00:05.193000,Finished,12.0,71.0,6.0,0 days 00:01:08.544000,0 days 00:01:08.055000,0 days 00:01:07.780000,2018,20,Brazilian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,3.0,0 days 00:00:22.943000,Finished,10.0,71.0,3.0,0 days 00:01:08.492000,0 days 00:01:07.727000,0 days 00:01:07.441000,2018,20,Brazilian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,2.0,0 days 00:00:26.997000,Finished,8.0,71.0,2.0,0 days 00:01:08.452000,0 days 00:01:07.776000,0 days 00:01:07.374000,2018,20,Brazilian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,7.0,7,7.0,0 days 00:00:44.199000,Finished,6.0,71.0,8.0,0 days 00:01:08.667000,0 days 00:01:08.335000,0 days 00:01:08.492000,2018,20,Brazilian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,8.0,8,8.0,0 days 00:00:51.230000,Finished,4.0,71.0,9.0,0 days 00:01:08.735000,0 days 00:01:08.239000,0 days 00:01:08.517000,2018,20,Brazilian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,9.0,9,10.0,0 days 00:00:52.857000,Finished,2.0,71.0,11.0,0 days 00:01:08.474000,0 days 00:01:08.659000,,2018,20,Brazilian Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,10.0,10,12.0,,+1 Lap,1.0,70.0,12.0,0 days 00:01:09.217000,0 days 00:01:08.741000,,2018,20,Brazilian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,11.0,11,16.0,,+1 Lap,0.0,70.0,17.0,0 days 00:01:09.280000,,,2018,20,Brazilian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,12.0,12,15.0,,+1 Lap,0.0,70.0,16.0,0 days 00:01:09.269000,,,2018,20,Brazilian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,13.0,13,9.0,,+1 Lap,0.0,70.0,10.0,0 days 00:01:09.046000,0 days 00:01:08.616000,0 days 00:01:09.029000,2018,20,Brazilian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,14,20.0,,+1 Lap,0.0,70.0,20.0,0 days 00:01:09.601000,,,2018,20,Brazilian Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,15.0,15,18.0,,+1 Lap,0.0,70.0,13.0,0 days 00:01:09.264000,0 days 00:01:08.770000,,2018,20,Brazilian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,14.0,,+2 Laps,0.0,69.0,15.0,0 days 00:01:09.259000,0 days 00:01:10.381000,,2018,20,Brazilian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,17.0,17,17.0,,+2 Laps,0.0,69.0,18.0,0 days 00:01:09.402000,,,2018,20,Brazilian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,18.0,18,19.0,,+2 Laps,0.0,69.0,19.0,0 days 00:01:09.441000,,,2018,20,Brazilian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,19.0,R,13.0,,Overheating,0.0,32.0,14.0,0 days 00:01:09.009000,0 days 00:01:08.834000,,2018,20,Brazilian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,20.0,R,6.0,,Collision,0.0,20.0,7.0,0 days 00:01:08.754000,0 days 00:01:08.579000,0 days 00:01:08.296000,2018,20,Brazilian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:39:40.382000,Finished,25.0,55.0,1.0,0 days 00:01:36.828000,0 days 00:01:35.693000,0 days 00:01:34.794000,2018,21,Abu Dhabi Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,3.0,0 days 00:00:02.581000,Finished,18.0,55.0,3.0,0 days 00:01:36.775000,0 days 00:01:36.345000,0 days 00:01:35.125000,2018,21,Abu Dhabi Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,6.0,0 days 00:00:12.706000,Finished,15.0,55.0,6.0,0 days 00:01:37.195000,0 days 00:01:36.144000,0 days 00:01:35.589000,2018,21,Abu Dhabi Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,5.0,0 days 00:00:15.379000,Finished,12.0,55.0,5.0,0 days 00:01:37.117000,0 days 00:01:36.964000,0 days 00:01:35.401000,2018,21,Abu Dhabi Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,2.0,0 days 00:00:47.957000,Finished,10.0,55.0,2.0,0 days 00:01:36.789000,0 days 00:01:36.392000,0 days 00:01:34.956000,2018,21,Abu Dhabi Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,6.0,6,11.0,0 days 00:01:12.548000,Finished,8.0,55.0,11.0,0 days 00:01:37.757000,0 days 00:01:36.982000,,2018,21,Abu Dhabi Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,7.0,7,8.0,0 days 00:01:30.789000,Finished,6.0,55.0,8.0,0 days 00:01:37.124000,0 days 00:01:36.580000,0 days 00:01:36.237000,2018,21,Abu Dhabi Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,8.0,8,14.0,0 days 00:01:31.275000,Finished,4.0,55.0,14.0,0 days 00:01:37.255000,0 days 00:01:37.541000,,2018,21,Abu Dhabi Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,9.0,9,7.0,,+1 Lap,2.0,54.0,7.0,0 days 00:01:37.575000,0 days 00:01:36.732000,0 days 00:01:36.192000,2018,21,Abu Dhabi Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,10.0,10,13.0,,+1 Lap,1.0,54.0,13.0,0 days 00:01:37.934000,0 days 00:01:37.309000,,2018,21,Abu Dhabi Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,11.0,11,15.0,,+1 Lap,0.0,54.0,15.0,0 days 00:01:37.890000,0 days 00:01:37.743000,,2018,21,Abu Dhabi Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,12.0,12,16.0,,+1 Lap,0.0,54.0,16.0,0 days 00:01:37.994000,,,2018,21,Abu Dhabi Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,13.0,13,20.0,,+1 Lap,0.0,54.0,20.0,0 days 00:01:38.682000,,,2018,21,Abu Dhabi Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,14,18.0,,+1 Lap,0.0,54.0,18.0,0 days 00:01:38.577000,,,2018,21,Abu Dhabi Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,15.0,15,19.0,,+1 Lap,0.0,54.0,19.0,0 days 00:01:38.635000,,,2018,21,Abu Dhabi Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,16.0,R,17.0,,Engine,0.0,46.0,17.0,0 days 00:01:38.166000,,,2018,21,Abu Dhabi Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,17.0,R,9.0,,Engine,0.0,44.0,9.0,0 days 00:01:36.936000,0 days 00:01:36.814000,0 days 00:01:36.540000,2018,21,Abu Dhabi Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,18.0,R,12.0,,Power loss,0.0,24.0,12.0,0 days 00:01:37.619000,0 days 00:01:37.132000,,2018,21,Abu Dhabi Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,19.0,R,4.0,,Power loss,0.0,6.0,4.0,0 days 00:01:37.010000,0 days 00:01:36.735000,0 days 00:01:35.365000,2018,21,Abu Dhabi Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,20.0,R,10.0,,Collision,0.0,0.0,10.0,0 days 00:01:37.569000,0 days 00:01:36.630000,0 days 00:01:36.542000,2018,21,Abu Dhabi Grand Prix
