Race_DriverNumber,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,4.0,4,6.0,0 days 00:00:16.710000,Finished,12.0,71.0,2.0,0 days 00:01:06.516000,0 days 00:01:06.403000,0 days 00:01:08.465000,2016,9,Austrian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,5.0,0 days 00:00:30.981000,Finished,10.0,71.0,7.0,0 days 00:01:07.500000,0 days 00:01:06.840000,0 days 00:01:09.980000,2016,9,Austrian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,6.0,6,3.0,0 days 00:00:37.706000,Finished,8.0,71.0,5.0,0 days 00:01:07.653000,0 days 00:01:07.572000,0 days 00:01:09.900000,2016,9,Austrian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,7.0,7,13.0,0 days 00:00:44.668000,Finished,6.0,71.0,13.0,0 days 00:01:07.662000,0 days 00:01:07.850000,,2016,9,Austrian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,15.0,0 days 00:00:47.400000,Finished,4.0,71.0,15.0,0 days 00:01:07.618000,,,2016,9,Austrian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,9.0,9,7.0,,+1 Lap,2.0,70.0,8.0,0 days 00:01:07.148000,0 days 00:01:06.911000,0 days 00:01:10.440000,2016,9,Austrian Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,10.0,10,12.0,,+1 Lap,1.0,70.0,12.0,0 days 00:01:07.565000,0 days 00:01:07.700000,,2016,9,Austrian Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,11,11.0,,+1 Lap,0.0,70.0,11.0,0 days 00:01:07.660000,0 days 00:01:07.578000,,2016,9,Austrian Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,12.0,12,19.0,,+1 Lap,0.0,70.0,18.0,0 days 00:01:07.965000,,,2016,9,Austrian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,13.0,13,21.0,,+1 Lap,0.0,70.0,22.0,0 days 00:01:08.446000,,,2016,9,Austrian Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,14.0,14,17.0,,+1 Lap,0.0,70.0,17.0,0 days 00:01:07.941000,,,2016,9,Austrian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,18.0,,+1 Lap,0.0,70.0,21.0,0 days 00:01:08.418000,,,2016,9,Austrian Grand Prix
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,16.0,16,20.0,,+1 Lap,0.0,70.0,19.0,0 days 00:01:08.026000,,,2016,9,Austrian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,17.0,17,16.0,,Brakes,0.0,69.0,16.0,0 days 00:01:07.657000,,,2016,9,Austrian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,18,14.0,,Battery,0.0,64.0,14.0,0 days 00:01:07.671000,0 days 00:01:08.154000,,2016,9,Austrian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,19.0,19,2.0,,Brakes,0.0,64.0,3.0,0 days 00:01:07.385000,0 days 00:01:07.257000,0 days 00:01:09.285000,2016,9,Austrian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,20.0,20,0.0,,Brakes,0.0,63.0,10.0,0 days 00:01:07.419000,0 days 00:01:07.145000,0 days 00:01:11.977000,2016,9,Austrian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,21.0,R,9.0,,Tyre,0.0,26.0,4.0,0 days 00:01:06.761000,0 days 00:01:06.602000,0 days 00:01:09.781000,2016,9,Austrian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,22.0,R,0.0,,Retired,0.0,2.0,20.0,0 days 00:01:08.409000,,,2016,9,Austrian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:34:55.831000,Finished,25.0,52.0,1.0,0 days 00:01:30.739000,0 days 00:01:29.243000,0 days 00:01:29.287000,2016,10,British Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,2.0,2,3.0,0 days 00:00:08.250000,Finished,18.0,52.0,3.0,0 days 00:01:31.305000,0 days 00:01:30.697000,0 days 00:01:30.313000,2016,10,British Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,3.0,3,2.0,0 days 00:00:16.911000,Finished,15.0,52.0,2.0,0 days 00:01:30.724000,0 days 00:01:29.970000,0 days 00:01:29.606000,2016,10,British Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,4.0,0 days 00:00:26.211000,Finished,12.0,52.0,4.0,0 days 00:01:31.684000,0 days 00:01:31.319000,0 days 00:01:30.618000,2016,10,British Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,5.0,0 days 00:01:09.743000,Finished,10.0,52.0,5.0,0 days 00:01:31.326000,0 days 00:01:31.385000,0 days 00:01:30.881000,2016,10,British Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,6.0,6,10.0,0 days 00:01:16.941000,Finished,8.0,52.0,11.0,0 days 00:01:32.336000,0 days 00:01:31.875000,,2016,10,British Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,8.0,0 days 00:01:17.712000,Finished,6.0,52.0,9.0,0 days 00:01:32.349000,0 days 00:01:31.770000,0 days 00:01:32.172000,2016,10,British Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,7.0,0 days 00:01:25.858000,Finished,4.0,52.0,8.0,0 days 00:01:32.115000,0 days 00:01:31.708000,0 days 00:01:31.989000,2016,10,British Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,9.0,9,11.0,0 days 00:01:31.654000,Finished,2.0,52.0,6.0,0 days 00:01:31.606000,0 days 00:01:30.711000,0 days 00:01:31.490000,2016,10,British Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,10.0,10,15.0,0 days 00:01:32.600000,Finished,1.0,52.0,15.0,0 days 00:01:32.553000,0 days 00:01:32.306000,,2016,10,British Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,11.0,11,12.0,,+1 Lap,0.0,51.0,12.0,0 days 00:01:32.146000,0 days 00:01:32.002000,,2016,10,British Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,12.0,12,17.0,,+1 Lap,0.0,51.0,17.0,0 days 00:01:32.788000,,,2016,10,British Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,13.0,13,9.0,,+1 Lap,0.0,51.0,10.0,0 days 00:01:32.281000,0 days 00:01:31.740000,0 days 00:01:32.343000,2016,10,British Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,14.0,14,6.0,,+1 Lap,0.0,51.0,7.0,0 days 00:01:31.913000,0 days 00:01:31.478000,0 days 00:01:31.557000,2016,10,British Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,15.0,15,21.0,,+1 Lap,0.0,51.0,21.0,0 days 00:01:33.544000,,,2016,10,British Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,16.0,16,14.0,,+1 Lap,0.0,51.0,14.0,0 days 00:01:32.237000,0 days 00:01:32.241000,,2016,10,British Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,17.0,17,16.0,,Gearbox,0.0,49.0,16.0,0 days 00:01:32.729000,0 days 00:01:37.060000,,2016,10,British Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,18.0,R,18.0,,Gearbox,0.0,37.0,18.0,0 days 00:01:32.905000,,,2016,10,British Grand Prix
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,19.0,R,19.0,,Spun off,0.0,24.0,19.0,0 days 00:01:33.098000,,,2016,10,British Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,20.0,R,13.0,,Retired,0.0,17.0,13.0,0 days 00:01:32.283000,0 days 00:01:32.050000,,2016,10,British Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,21.0,R,22.0,,Power Unit,0.0,11.0,,,,,2016,10,British Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,22.0,R,20.0,,Spun off,0.0,6.0,20.0,0 days 00:01:33.151000,,,2016,10,British Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,0 days 01:40:30.115000,Finished,25.0,70.0,2.0,0 days 00:01:34.210000,0 days 00:01:24.836000,0 days 00:01:20.108000,2016,11,Hungarian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,1.0,0 days 00:00:01.977000,Finished,18.0,70.0,1.0,0 days 00:01:33.302000,0 days 00:01:22.806000,0 days 00:01:19.965000,2016,11,Hungarian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,3.0,0 days 00:00:27.539000,Finished,15.0,70.0,3.0,0 days 00:01:39.968000,0 days 00:01:23.234000,0 days 00:01:20.280000,2016,11,Hungarian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,5.0,0 days 00:00:28.213000,Finished,12.0,70.0,5.0,0 days 00:01:35.718000,0 days 00:01:24.082000,0 days 00:01:20.874000,2016,11,Hungarian Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,5.0,5,4.0,0 days 00:00:48.659000,Finished,10.0,70.0,4.0,0 days 00:01:40.424000,0 days 00:01:22.660000,0 days 00:01:20.557000,2016,11,Hungarian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,6.0,6,14.0,0 days 00:00:49.044000,Finished,8.0,70.0,14.0,0 days 00:01:36.853000,0 days 00:01:25.435000,,2016,11,Hungarian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,7.0,7,7.0,,+1 Lap,6.0,69.0,7.0,0 days 00:01:35.165000,0 days 00:01:23.816000,0 days 00:01:21.211000,2016,11,Hungarian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,6.0,,+1 Lap,4.0,69.0,6.0,0 days 00:01:36.115000,0 days 00:01:24.734000,0 days 00:01:21.131000,2016,11,Hungarian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,9.0,9,10.0,,+1 Lap,2.0,69.0,10.0,0 days 00:01:42.758000,0 days 00:01:24.506000,0 days 00:01:22.182000,2016,11,Hungarian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,10.0,10,9.0,,+1 Lap,1.0,69.0,9.0,0 days 00:01:41.471000,0 days 00:01:23.901000,0 days 00:01:21.823000,2016,11,Hungarian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,11.0,11,13.0,,+1 Lap,0.0,69.0,13.0,0 days 00:01:41.411000,0 days 00:01:25.416000,,2016,11,Hungarian Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,12.0,12,17.0,,+1 Lap,0.0,69.0,17.0,0 days 00:01:43.965000,,,2016,11,Hungarian Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,13.0,13,15.0,,+1 Lap,0.0,69.0,15.0,0 days 00:01:38.959000,0 days 00:01:26.189000,,2016,11,Hungarian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,14.0,14,11.0,,+1 Lap,0.0,69.0,11.0,0 days 00:01:35.906000,0 days 00:01:24.941000,,2016,11,Hungarian Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,15.0,15,19.0,,+1 Lap,0.0,69.0,19.0,0 days 00:01:44.543000,,,2016,11,Hungarian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,16.0,16,12.0,,+1 Lap,0.0,69.0,12.0,0 days 00:01:36.714000,0 days 00:01:25.301000,,2016,11,Hungarian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,17.0,17,16.0,,+1 Lap,0.0,69.0,16.0,0 days 00:01:37.772000,0 days 00:01:27.063000,,2016,11,Hungarian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,18.0,18,18.0,,+2 Laps,0.0,68.0,18.0,0 days 00:01:43.999000,,,2016,11,Hungarian Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,19.0,19,20.0,,+2 Laps,0.0,68.0,21.0,0 days 00:01:47.343000,,,2016,11,Hungarian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,20.0,20,22.0,,+2 Laps,0.0,68.0,20.0,0 days 00:01:46.984000,,,2016,11,Hungarian Grand Prix
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,21.0,21,21.0,,+2 Laps,0.0,68.0,22.0,0 days 00:01:50.189000,,,2016,11,Hungarian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,22.0,R,8.0,,Oil leak,0.0,60.0,8.0,0 days 00:01:37.983000,0 days 00:01:24.456000,0 days 00:01:21.597000,2016,11,Hungarian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,0 days 01:30:44.200000,Finished,25.0,67.0,2.0,0 days 00:01:15.243000,0 days 00:01:14.748000,0 days 00:01:14.470000,2016,12,German Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,2.0,2,3.0,0 days 00:00:06.996000,Finished,18.0,67.0,3.0,0 days 00:01:15.591000,0 days 00:01:15.545000,0 days 00:01:14.726000,2016,12,German Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,3.0,3,4.0,0 days 00:00:13.413000,Finished,15.0,67.0,4.0,0 days 00:01:15.875000,0 days 00:01:15.124000,0 days 00:01:14.834000,2016,12,German Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,4.0,4,1.0,0 days 00:00:15.845000,Finished,12.0,67.0,1.0,0 days 00:01:15.485000,0 days 00:01:14.839000,0 days 00:01:14.363000,2016,12,German Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,6.0,0 days 00:00:32.570000,Finished,10.0,67.0,6.0,0 days 00:01:15.927000,0 days 00:01:15.630000,0 days 00:01:15.315000,2016,12,German Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,6.0,6,5.0,0 days 00:00:37.023000,Finished,8.0,67.0,5.0,0 days 00:01:15.752000,0 days 00:01:15.242000,0 days 00:01:15.142000,2016,12,German Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,8.0,0 days 00:01:10.049000,Finished,6.0,67.0,7.0,0 days 00:01:16.301000,0 days 00:01:15.623000,0 days 00:01:15.510000,2016,12,German Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,8.0,8,12.0,,+1 Lap,4.0,66.0,12.0,0 days 00:01:16.172000,0 days 00:01:15.909000,,2016,12,German Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,9.0,9,7.0,,+1 Lap,2.0,66.0,8.0,0 days 00:01:15.952000,0 days 00:01:15.490000,0 days 00:01:15.530000,2016,12,German Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,10.0,10,9.0,,+1 Lap,1.0,66.0,9.0,0 days 00:01:16.169000,0 days 00:01:15.500000,0 days 00:01:15.537000,2016,12,German Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,11,11.0,,+1 Lap,0.0,66.0,11.0,0 days 00:01:15.987000,0 days 00:01:15.883000,,2016,12,German Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,12.0,12,13.0,,+1 Lap,0.0,66.0,14.0,0 days 00:01:16.338000,0 days 00:01:16.041000,,2016,12,German Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,13.0,13,20.0,,+1 Lap,0.0,66.0,15.0,0 days 00:01:16.328000,0 days 00:01:16.086000,,2016,12,German Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,14.0,14,15.0,,+1 Lap,0.0,66.0,13.0,0 days 00:01:16.317000,0 days 00:01:15.989000,,2016,12,German Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,15.0,15,18.0,,+1 Lap,0.0,66.0,19.0,0 days 00:01:16.876000,,,2016,12,German Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,16.0,16,16.0,,+1 Lap,0.0,66.0,17.0,0 days 00:01:16.716000,,,2016,12,German Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,17.0,17,17.0,,+2 Laps,0.0,65.0,18.0,0 days 00:01:16.717000,,,2016,12,German Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,18.0,18,22.0,,+2 Laps,0.0,65.0,22.0,0 days 00:01:17.238000,,,2016,12,German Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,19.0,19,14.0,,+2 Laps,0.0,65.0,16.0,0 days 00:01:16.636000,0 days 00:01:16.665000,,2016,12,German Grand Prix
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,20.0,20,19.0,,+2 Laps,0.0,65.0,20.0,0 days 00:01:16.977000,,,2016,12,German Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,21.0,R,21.0,,Power Unit,0.0,57.0,21.0,0 days 00:01:17.123000,,,2016,12,German Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,22.0,R,10.0,,Suspension,0.0,36.0,10.0,0 days 00:01:16.503000,0 days 00:01:15.699000,0 days 00:01:15.615000,2016,12,German Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,1.0,0 days 01:44:51.058000,Finished,25.0,44.0,1.0,0 days 00:01:48.019000,0 days 00:01:46.999000,0 days 00:01:46.744000,2016,13,Belgian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,2.0,2,5.0,0 days 00:00:14.113000,Finished,18.0,44.0,5.0,0 days 00:01:48.407000,0 days 00:01:48.027000,0 days 00:01:47.216000,2016,13,Belgian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,3.0,3,21.0,0 days 00:00:27.634000,Finished,15.0,44.0,21.0,0 days 00:01:50.033000,,,2016,13,Belgian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,4.0,4,7.0,0 days 00:00:35.907000,Finished,12.0,44.0,7.0,0 days 00:01:48.080000,0 days 00:01:47.317000,0 days 00:01:47.543000,2016,13,Belgian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,5.0,5,6.0,0 days 00:00:40.660000,Finished,10.0,44.0,6.0,0 days 00:01:48.106000,0 days 00:01:47.485000,0 days 00:01:47.407000,2016,13,Belgian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,4.0,0 days 00:00:45.394000,Finished,8.0,44.0,4.0,0 days 00:01:47.802000,0 days 00:01:47.944000,0 days 00:01:47.108000,2016,13,Belgian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,7.0,7,22.0,0 days 00:00:59.445000,Finished,6.0,44.0,,,,,2016,13,Belgian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,8.0,8,8.0,0 days 00:01:00.151000,Finished,4.0,44.0,8.0,0 days 00:01:48.655000,0 days 00:01:47.918000,0 days 00:01:47.612000,2016,13,Belgian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,9.0,9,3.0,0 days 00:01:01.109000,Finished,2.0,44.0,3.0,0 days 00:01:47.912000,0 days 00:01:47.664000,0 days 00:01:46.910000,2016,13,Belgian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,10.0,10,10.0,0 days 00:01:05.873000,Finished,1.0,44.0,10.0,0 days 00:01:47.738000,0 days 00:01:47.667000,0 days 00:01:48.263000,2016,13,Belgian Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,11.0,11,2.0,0 days 00:01:11.138000,Finished,0.0,44.0,2.0,0 days 00:01:48.407000,0 days 00:01:47.163000,0 days 00:01:46.893000,2016,13,Belgian Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,12.0,12,18.0,0 days 00:01:13.877000,Finished,0.0,44.0,13.0,0 days 00:01:48.748000,0 days 00:01:48.598000,,2016,13,Belgian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,13.0,13,11.0,0 days 00:01:16.474000,Finished,0.0,44.0,11.0,0 days 00:01:48.751000,0 days 00:01:48.316000,,2016,13,Belgian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,14.0,14,19.0,0 days 00:01:27.097000,Finished,0.0,44.0,19.0,0 days 00:01:49.058000,,,2016,13,Belgian Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,15.0,15,13.0,0 days 00:01:33.165000,Finished,0.0,44.0,14.0,0 days 00:01:48.901000,0 days 00:01:48.888000,,2016,13,Belgian Grand Prix
31,OCO,ocon,Manor Marussia,manor,Esteban,Ocon,Esteban Ocon,16.0,16,17.0,,+1 Lap,0.0,43.0,18.0,0 days 00:01:49.050000,,,2016,13,Belgian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,17.0,17,16.0,,+1 Lap,0.0,43.0,17.0,0 days 00:01:48.949000,,,2016,13,Belgian Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,18.0,R,12.0,,Accident,0.0,5.0,12.0,0 days 00:01:48.800000,0 days 00:01:48.485000,,2016,13,Belgian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,19.0,R,20.0,,Gearbox,0.0,3.0,20.0,0 days 00:01:49.071000,,,2016,13,Belgian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,20.0,R,14.0,,Puncture,0.0,1.0,15.0,0 days 00:01:48.876000,0 days 00:01:49.038000,,2016,13,Belgian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,21.0,R,9.0,,Collision damage,0.0,1.0,9.0,0 days 00:01:48.700000,0 days 00:01:48.051000,0 days 00:01:48.114000,2016,13,Belgian Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,22.0,R,15.0,,Collision damage,0.0,0.0,16.0,0 days 00:01:48.554000,0 days 00:01:49.320000,,2016,13,Belgian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,2.0,0 days 01:17:28.089000,Finished,25.0,53.0,2.0,0 days 00:01:22.497000,0 days 00:01:21.809000,0 days 00:01:21.613000,2016,14,Italian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,0 days 00:00:15.070000,Finished,18.0,53.0,1.0,0 days 00:01:21.854000,0 days 00:01:21.498000,0 days 00:01:21.135000,2016,14,Italian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,3.0,0 days 00:00:20.990000,Finished,15.0,53.0,3.0,0 days 00:01:23.077000,0 days 00:01:22.275000,0 days 00:01:21.972000,2016,14,Italian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,4.0,0 days 00:00:27.561000,Finished,12.0,53.0,4.0,0 days 00:01:23.217000,0 days 00:01:22.568000,0 days 00:01:22.065000,2016,14,Italian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,6.0,0 days 00:00:45.295000,Finished,10.0,53.0,6.0,0 days 00:01:23.158000,0 days 00:01:22.638000,0 days 00:01:22.389000,2016,14,Italian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,6.0,6,5.0,0 days 00:00:51.015000,Finished,8.0,53.0,5.0,0 days 00:01:23.264000,0 days 00:01:22.499000,0 days 00:01:22.388000,2016,14,Italian Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,7.0,7,7.0,0 days 00:00:54.236000,Finished,6.0,53.0,7.0,0 days 00:01:23.229000,0 days 00:01:22.857000,0 days 00:01:22.411000,2016,14,Italian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,8.0,8,8.0,0 days 00:01:04.954000,Finished,4.0,53.0,8.0,0 days 00:01:23.439000,0 days 00:01:22.922000,0 days 00:01:22.814000,2016,14,Italian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,9.0,9,11.0,0 days 00:01:05.617000,Finished,2.0,53.0,11.0,0 days 00:01:23.489000,0 days 00:01:22.967000,,2016,14,Italian Grand Prix
